agg308,wd81,agg2503,utlmag04,duemag01,aepmag01,bi21s,lmd34s,ri27s,rle904,tel32s,tranbal09,at104s,sa21s,at103s,tel03s,at34af,g051s,agg9316,wd03,credits_subcategory,appusers_gender_male,1_cluster_mas_cercano,2_cluster_mas_cercano,3_cluster_mas_cercano,1_cluster_mas_lejano,2_cluster_mas_lejano,3_cluster_mas_lejano,target,set,fecha_desembolso,credito_id_anon
1057.0,765.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-1.0,18.0,-1.0,73.0,2.0,25.0,1.0,49.0,43.0,1057.0,7.37,SUB_21,0.0,29,37,64,5,3,15,0.0,train,2023-03-27,aefc61034cf5
5043.0,684.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-6.0,-1.0,61.0,1757.0,83.0,34.0,60.0,1.0,100.0,71.0,0.0,6.74,SUB_21,1.0,50,22,61,5,3,14,0.0,train,2023-03-27,ed4456b61107
1334.0,5.12,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-6.0,-1.0,59.0,-2.0,79.0,2.0,100.0,2.0,94.0,22.0,0.0,2.34,SUB_16,1.0,33,17,0,5,3,42,0.0,train,2023-03-27,1441af036ad0
4003.0,234.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,806.0,37.0,7.0,80.0,2.0,97.0,21.0,213.0,2.28,SUB_37,1.0,66,30,16,5,0,15,0.0,train,2023-03-27,0c21331f276a
1584.0,5.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,-6.0,-1.0,220.0,-1.0,86.0,10.0,50.0,2.0,73.0,57.0,0.0,3.54,SUB_21,1.0,31,67,35,5,0,2,0.0,train,2023-03-27,2f665abff2f6
567.0,2.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,1344.0,368.0,25.0,18.0,75.0,3.0,72.0,33.0,55.0,1.74,SUB_21,1.0,17,33,2,5,3,42,0.0,train,2023-03-27,8d957baec34d
827.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-1.0,40.0,-1.0,75.0,7.0,67.0,1.0,154.0,67.0,232.0,5.48,SUB_21,0.0,62,32,21,5,11,49,0.0,train,2023-03-27,22015450ad53
5636.0,-7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,199.0,-2.0,50.0,8.0,75.0,2.0,97.0,50.0,3643.0,6.98,SUB_21,0.0,68,8,12,5,49,11,0.0,train,2023-03-27,68d43049381d
188.0,3.0,-1.0,-1.0,-1.0,-1.0,90.0,-1.0,-1.0,-1.0,40.0,2329.0,15.0,21.0,67.0,2.0,167.0,26.0,188.0,2.55,SUB_21,0.0,-1,-1,-1,-1,-1,-1,0.0,train,2023-03-27,2a767270baad
31258.0,8.0,-1.0,-1.0,-1.0,-1.0,64.0,-1.0,0.0,-1.0,224.0,-2.0,8.0,24.0,33.0,2.0,100.0,48.0,35977.995,7.77,SUB_21,1.0,0,2,17,5,3,42,0.0,train,2023-03-27,5bf4a9d89631
3091.0,7.42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,27.0,2.0,67.0,2.0,100.0,62.0,3511.0,7.61,SUB_21,1.0,22,50,29,5,3,42,0.0,train,2023-03-27,0f0cd30e0d2f
0.0,0.7,-1.0,301.0,272.0,-2.0,9.0,66.0,1.0,-1.0,0.0,-1.0,83.0,14.0,100.0,2.0,73.0,12.0,0.0,0.0,SUB_21,1.0,0,2,17,5,11,3,1.0,train,2023-03-27,eb4c3873f31c
0.0,0.0,-1.0,-1.0,285.0,-2.0,8.0,-1.0,-1.0,-1.0,1180.0,-1.0,60.0,14.0,100.0,2.0,74.0,0.0,0.0,0.0,SUB_21,0.0,6,30,11,5,0,2,1.0,train,2023-03-27,cdcc8c5c7e53
0.0,-7.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,0.0,-1.0,60.0,-1.0,100.0,1.0,25.0,17.0,0.0,0.0,SUB_21,0.0,68,60,8,5,11,49,1.0,train,2023-03-27,592ee9e129bd
0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,33.0,-1.0,100.0,-1.0,-5.0,0.0,-2.0,0.0,SUB_05,0.0,-1,-1,-1,-1,-1,-1,1.0,train,2023-03-27,d0be0f9e0b95
2505.0,8.0,-1.0,-1.0,-1.0,-1.0,21.0,-1.0,-1.0,-1.0,73.0,88.0,50.0,14.0,75.0,3.0,44.0,15.0,1738.0,6.81,SUB_21,1.0,-1,-1,-1,-1,-1,-1,1.0,train,2023-03-27,a95fedd66def
0.0,3.0,-1.0,-1.0,-1.0,-1.0,8.0,-3.0,1.0,-1.0,0.0,-2.0,31.0,3.0,100.0,2.0,82.0,3.0,0.0,0.72,SUB_21,0.0,1,48,21,5,3,31,1.0,train,2023-03-27,81afc99fcdac
574.0,5.0,-1.0,-1.0,-1.0,-1.0,33.0,-1.0,-6.0,-1.0,63.0,458.0,28.0,42.0,20.0,1.0,73.0,17.0,220.0,4.05,SUB_21,1.0,-1,-1,-1,-1,-1,-1,1.0,train,2023-03-27,0721a722b502
3468.0,0.55,12.6,276.0,400.0,-2.0,249.0,-1.0,0.0,-1.0,0.0,943.0,42.0,2.0,83.0,1.0,90.0,13.0,3468.0,3.44,SUB_10,1.0,27,65,53,5,3,14,1.0,train,2023-03-27,9e05e861091f
-1.0,-1.0,-1.0,-1.0,317.0,-2.0,-1.0,-1.0,-1.0,-1.0,537.0,-1.0,100.0,24.0,100.0,3.0,-1.0,0.0,71.0,0.0,SUB_20,1.0,17,0,2,5,3,11,1.0,train,2023-03-27,0db493c6c6bd
2097.0,0.0,5.8,342.0,518.0,288.0,23.0,-1.0,-6.0,-1.0,562.0,1278.0,24.0,3.0,86.0,4.0,111.0,13.0,1653.0,5.33,SUB_17,1.0,50,17,2,5,11,31,1.0,train,2023-03-27,8fda9bdeb120
0.0,3.99,0.9,76.0,313.0,337.0,9.0,82.0,1.0,-1.0,119.0,948.0,71.0,35.0,57.0,2.0,87.0,14.0,0.0,0.0,SUB_05,1.0,28,16,19,5,0,2,1.0,train,2023-03-27,b2b14164003b
-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-1.0,0.0,-1.0,67.0,20.0,100.0,1.0,100.0,0.0,311.0,0.0,SUB_21,1.0,15,23,13,5,3,11,1.0,train,2023-03-27,bdcf11330779
218.0,0.47,5.3,323.0,261.0,313.0,7.0,-1.0,-6.0,-1.0,118.0,471.0,56.0,17.0,86.0,2.0,56.0,22.0,0.0,0.2,SUB_21,0.0,40,7,46,5,4,1,1.0,train,2023-03-27,3e50f8a36f05
-2.0,-7.0,-1.0,-1.0,300.0,320.0,138.0,-1.0,-1.0,-1.0,2051.0,-1.0,33.0,41.0,100.0,4.0,-3.0,0.0,0.0,0.0,SUB_21,1.0,36,22,50,5,3,42,1.0,train,2023-03-27,299026d85f90
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SUB_19,0.0,-1,-1,-1,-1,-1,-1,1.0,train,2023-03-27,38f69fde9951
23400.0,7.94,1.0,344.0,436.0,299.0,20.0,-1.0,-6.0,-1.0,40.0,-2.0,68.0,4.0,40.0,4.0,68.0,32.0,1655.0,7.81,SUB_19,0.0,9,43,12,5,15,0,1.0,train,2023-03-27,78d8d207ef03
557.0,5.05,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,-3.0,-1.0,0.0,521.0,71.0,10.0,100.0,2.0,80.0,40.0,0.0,0.0,SUB_21,1.0,0,17,2,5,3,11,1.0,train,2023-03-27,21a2fb2f2776
1071.0,2.53,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-2.0,0.0,6630.0,58.0,4.0,100.0,3.0,79.0,20.0,0.0,0.58,SUB_05,0.0,51,35,16,5,0,2,1.0,train,2023-03-27,827d71f58bc7
4010.0,-2.0,-1.0,-1.0,-1.0,-1.0,99.0,-1.0,-3.0,-1.0,1139.0,-1.0,16.0,36.0,100.0,5.0,-3.0,7.0,4216.0,4.49,SUB_33,0.0,-1,-1,-1,-1,-1,-1,1.0,train,2023-03-27,6e87acf99692
866.0,7.01,-2.0,365.0,324.0,-2.0,62.0,-1.0,0.0,-1.0,841.0,-2.0,12.0,7.0,40.0,2.0,129.0,15.0,8741.0,5.41,SUB_21,1.0,17,33,0,5,3,67,1.0,train,2023-03-27,8e5fae5417e2
0.0,4.99,-1.0,-1.0,-1.0,-1.0,1.0,29.0,-6.0,-1.0,41.0,628.0,32.0,19.0,82.0,3.0,72.0,19.0,804.0,4.06,SUB_05,0.0,68,54,12,5,11,49,1.0,train,2023-03-27,5cc51c8d60dd
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SUB_19,1.0,-1,-1,-1,-1,-1,-1,1.0,train,2023-03-27,c940c6a8e49e
0.0,0.0,-2.0,306.0,230.0,257.0,15.0,-3.0,-6.0,-2.0,0.0,13023.0,10.0,33.0,100.0,1.0,73.0,3.0,13628.0,0.0,SUB_21,1.0,0,2,17,5,11,67,1.0,train,2023-03-27,399259609979
-1.0,-1.0,-1.0,-1.0,300.0,-2.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,33.0,9.0,50.0,1.0,-1.0,33.0,-2.0,-7.0,SUB_21,0.0,1,32,48,5,49,10,1.0,train,2023-03-27,5a2743facb97
493.0,4.0,-1.0,-1.0,-1.0,-1.0,102.0,-1.0,0.0,-1.0,743.0,-2.0,30.0,13.0,78.0,5.0,101.0,11.0,31873.0,0.02,SUB_21,1.0,-1,-1,-1,-1,-1,-1,0.0,train,2023-03-28,871a54d7ee01
14625.0,5.35,-1.0,-1.0,-1.0,-1.0,11.0,-3.0,0.0,-1.0,0.0,10078.0,75.0,12.0,33.0,1.0,95.0,50.0,1935.0,2.8,SUB_20,1.0,39,13,15,5,3,11,0.0,train,2023-03-28,c40ea7033d5b
6030.0,5.0,-1.0,-1.0,-1.0,-1.0,58.0,-3.0,-1.0,-1.0,0.0,-2.0,11.0,20.0,67.0,2.0,99.0,46.0,13712.0,7.41,SUB_16,1.0,17,50,0,5,3,11,0.0,train,2023-03-28,80ba4a41b929
1103.0,8.0,-1.0,-1.0,-1.0,-1.0,58.0,-1.0,0.0,-1.0,60.0,-1.0,0.0,15.0,0.0,0.0,93.0,60.0,716.0,6.98,SUB_19,0.0,4,1,32,5,49,31,0.0,train,2023-03-28,3dc65972e2c7
163.0,-2.0,-1.0,-1.0,-1.0,-1.0,101.0,-1.0,-3.0,-1.0,306.0,-1.0,0.0,2.0,0.0,0.0,-3.0,33.0,304.0,8.0,SUB_01,0.0,1,48,32,5,31,3,0.0,train,2023-03-28,f9e08110ed9e
0.0,0.0,-1.0,-1.0,-1.0,-1.0,-4.0,-4.0,-4.0,-6.0,-4.0,-6.0,-4.0,15.0,-4.0,-4.0,-4.0,17.0,-2.0,0.0,SUB_20,1.0,17,39,0,5,3,11,0.0,train,2023-03-28,f9f1f22d1afb
1065.0,221.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-3.0,-1.0,0.0,-1.0,50.0,6.0,100.0,1.0,87.0,43.0,0.0,1.76,SUB_21,0.0,19,52,28,5,0,33,0.0,train,2023-03-28,144c59eb0188
908.0,572.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.0,-1.0,0.0,-2.0,57.0,32.0,100.0,1.0,73.0,75.0,0.0,1.43,SUB_19,0.0,12,9,43,5,15,49,0.0,train,2023-03-28,cacccd2ec45f
782.0,1.45,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,-6.0,-1.0,0.0,-1.0,100.0,9.0,100.0,2.0,63.0,26.0,0.0,0.57,SUB_21,0.0,56,44,45,5,3,11,0.0,train,2023-03-28,1b336a59b4fc
7148.0,7.48,-1.0,-1.0,-1.0,-1.0,51.0,-1.0,0.0,-1.0,225.0,-2.0,3.0,44.0,17.0,1.0,145.0,36.0,7203.0,7.59,SUB_21,0.0,21,17,33,5,11,31,0.0,train,2023-03-28,c9eb825f2a40
81.0,512.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-1.0,0.0,-2.0,94.0,2.0,100.0,1.0,79.0,27.0,82.0,0.41,SUB_32,0.0,1,32,4,5,31,49,0.0,train,2023-03-28,1107783cc724
292.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,100.0,25.0,-2.0,5.0,SUB_21,0.0,-1,-1,-1,-1,-1,-1,0.0,train,2023-03-28,6347c066504e
6853.0,6.62,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,1.0,-1.0,0.0,2605.0,92.0,3.0,42.0,1.0,85.0,40.0,297.0,5.2,SUB_21,0.0,32,60,34,5,49,10,0.0,train,2023-03-28,9a53e66ccda7
-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,772.0,-1.0,20.0,2.0,0.0,0.0,-3.0,60.0,1289.0,7.0,SUB_12,0.0,4,32,21,5,49,10,0.0,train,2023-03-28,1fcd62580c32
338.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,257.0,-1.0,43.0,29.0,17.0,1.0,100.0,83.0,595.0,7.47,SUB_10,0.0,40,7,46,5,4,1,0.0,train,2023-03-28,0e0549129da9
3463.0,6.32,-1.0,-1.0,-1.0,-1.0,3.0,77.0,0.0,-2.0,542.0,938.0,64.0,25.0,88.0,2.0,99.0,39.0,0.0,0.78,SUB_34,1.0,39,13,17,5,3,11,0.0,train,2023-03-28,41017a049677
2199.0,738.0,-1.0,-1.0,-1.0,-1.0,23.0,68.0,-6.0,-1.0,38.0,-2.0,60.0,2.0,63.0,1.0,84.0,24.0,1050.0,3.66,SUB_21,1.0,-1,-1,-1,-1,-1,-1,0.0,train,2023-03-28,c29624464f94
493.0,5.0,-1.0,239.0,308.0,293.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,8.0,27.0,33.0,1.0,99.0,17.0,0.0,5.0,SUB_21,0.0,48,1,32,5,3,19,1.0,train,2023-03-28,ee6ad346ac1d
1.0,-7.0,-1.0,-1.0,-1.0,-1.0,37.0,-1.0,-3.0,-1.0,57.0,-1.0,50.0,22.0,100.0,1.0,-3.0,0.0,0.0,0.0,SUB_33,0.0,3,9,14,5,0,15,1.0,train,2023-03-28,14a672d103cf
0.0,1.96,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-6.0,-1.0,2315.0,562.0,69.0,4.0,100.0,4.0,92.0,16.0,0.0,0.0,SUB_34,1.0,29,37,64,5,3,14,1.0,train,2023-03-28,476f4c6156fe
-1.0,-1.0,-1.0,-1.0,300.0,-2.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,25.0,19.0,100.0,1.0,-1.0,0.0,0.0,0.0,SUB_17,1.0,17,2,0,5,11,31,1.0,train,2023-03-28,b606b90e7ee8
0.0,0.0,-1.0,-2.0,335.0,-2.0,11.0,-1.0,-6.0,-1.0,28.0,-1.0,60.0,11.0,100.0,1.0,66.0,0.0,0.0,0.0,SUB_21,0.0,8,68,24,5,11,49,1.0,train,2023-03-28,907264bed5c8
1216.0,2.15,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-6.0,-1.0,0.0,3204.0,65.0,4.0,100.0,3.0,97.0,13.0,0.0,1.64,SUB_32,1.0,17,0,2,5,3,67,1.0,train,2023-03-28,b973fa80e08d
1196.0,737.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,104.0,-2.0,41.0,5.0,57.0,4.0,81.0,44.0,28.0,4.37,SUB_20,0.0,-1,-1,-1,-1,-1,-1,1.0,train,2023-03-28,af6d95214ef7
0.0,0.0,-1.0,286.0,270.0,485.0,-1.0,-1.0,-6.0,-1.0,704.0,-1.0,82.0,7.0,100.0,4.0,-2.0,0.0,0.0,0.0,SUB_21,1.0,0,2,17,5,3,11,1.0,train,2023-03-28,08e319e16a60
-2.0,0.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,-3.0,-1.0,1874.0,-1.0,54.0,19.0,43.0,2.0,20.0,0.0,0.0,0.0,SUB_20,1.0,-1,-1,-1,-1,-1,-1,1.0,train,2023-03-28,ddb02e4bcd1d
0.0,0.0,-2.0,-2.0,198.0,300.0,-1.0,-1.0,-3.0,-1.0,34.0,2361.0,27.0,18.0,100.0,1.0,114.0,0.0,0.0,0.0,SUB_21,1.0,35,51,16,5,0,2,1.0,train,2023-03-28,2edd54bfc682
1541.0,7.0,-1.0,311.0,311.0,285.0,-1.0,-1.0,0.0,-1.0,293.0,-1.0,33.0,37.0,60.0,3.0,103.0,50.0,0.0,5.12,SUB_30,0.0,1,48,21,5,3,31,1.0,train,2023-03-28,c3b7afb91e32
0.0,0.0,5.3,-1.0,381.0,272.0,18.0,-1.0,-1.0,-1.0,0.0,9625.0,89.0,3.0,100.0,2.0,102.0,0.0,0.0,0.0,SUB_20,0.0,15,23,13,5,3,11,1.0,train,2023-03-28,b79769c64c91
0.0,0.0,-1.0,184.0,318.0,-2.0,-1.0,-1.0,-6.0,-1.0,-3.0,-1.0,71.0,9.0,100.0,-3.0,25.0,0.0,0.0,0.0,SUB_21,1.0,0,2,17,5,3,67,1.0,train,2023-03-28,5f03e02ef4d0
10712.0,7.16,-1.0,576.0,426.0,-2.0,-1.0,-1.0,0.0,-1.0,-3.0,-1.0,0.0,30.0,0.0,-3.0,216.0,75.0,9449.0,7.57,SUB_16,0.0,62,32,1,5,31,49,1.0,train,2023-03-28,fda929d30907
523.0,8.0,-2.0,-2.0,300.0,-2.0,187.0,-1.0,-3.0,-1.0,0.0,-2.0,18.0,15.0,100.0,1.0,0.0,6.0,487.0,8.0,SUB_21,0.0,1,21,32,5,31,49,1.0,train,2023-03-28,913ebe83a4ac
927.0,0.0,-1.0,-1.0,-1.0,-1.0,15.0,-1.0,-3.0,-1.0,305.0,346.0,60.0,33.0,89.0,5.0,66.0,4.0,677.0,0.0,SUB_21,1.0,26,50,39,5,11,3,1.0,train,2023-03-28,e311a7a4ab03
7931.0,3.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-1.0,1639.0,2020.0,60.0,10.0,100.0,5.0,98.0,28.0,0.0,0.4,SUB_21,0.0,55,37,6,5,0,3,1.0,train,2023-03-28,ad8d0cdff60c
0.0,0.0,-1.0,-1.0,-1.0,-1.0,5.0,98.0,1.0,-1.0,683.0,927.0,61.0,7.0,100.0,5.0,55.0,0.0,0.0,0.0,SUB_21,1.0,59,46,43,5,0,1,1.0,train,2023-03-28,4227420e8e2e
2400.0,0.12,-1.0,-1.0,-1.0,-1.0,91.0,-3.0,0.0,-1.0,445.0,-2.0,27.0,1.0,67.0,2.0,94.0,7.0,1974.0,0.08,SUB_30,1.0,33,0,17,5,3,11,0.0,train,2023-03-29,663959e76d39
1633.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.0,-1.0,-1.0,-1.0,0.0,7.0,-3.0,-1.0,-3.0,50.0,1508.0,8.0,SUB_35,0.0,32,34,44,5,49,10,0.0,train,2023-03-29,ea1c97f5c6e7
350.0,7.0,-1.0,-1.0,-1.0,-1.0,32.0,-1.0,-3.0,-1.0,-3.0,-1.0,0.0,7.0,67.0,-3.0,90.0,39.0,758.0,6.93,SUB_21,0.0,60,32,44,5,49,11,0.0,train,2023-03-29,96c832cf4e19
2707.0,7.77,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,274.0,-1.0,7.0,46.0,33.0,0.0,100.0,33.0,1615.0,7.35,SUB_12,0.0,10,49,53,5,3,4,0.0,train,2023-03-29,2589c8d7d8f2
52744.0,7.87,-1.0,-1.0,-1.0,-1.0,66.0,-3.0,1.0,-1.0,33.0,-2.0,9.0,18.0,60.0,1.0,5.0,27.0,48454.0,5.61,SUB_21,1.0,37,20,55,5,0,3,0.0,train,2023-03-29,53238add10f0
2776.0,7.61,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,33.0,15.0,100.0,3.0,-2.0,54.0,1509.0,7.29,SUB_37,0.0,8,24,68,5,11,49,0.0,train,2023-03-29,b54254a122f4
880.0,7.52,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-1.0,3274.0,808.0,100.0,23.0,83.0,2.0,96.0,50.0,0.0,2.11,SUB_19,1.0,33,17,50,5,3,42,0.0,train,2023-03-29,6d1524354aa9
920.0,6.85,-1.0,-1.0,-1.0,-1.0,107.0,-1.0,-3.0,-1.0,0.0,-2.0,22.0,11.0,100.0,1.0,91.0,71.0,0.0,4.0,SUB_21,1.0,2,0,17,5,3,67,0.0,train,2023-03-29,ff4bff5ae8d2
1042.0,6.01,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,-6.0,-1.0,1070.0,-2.0,67.0,9.0,100.0,5.0,93.0,47.0,0.0,3.29,SUB_21,1.0,17,2,0,5,31,67,0.0,train,2023-03-29,b2707eba7546
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SUB_32,1.0,0,17,2,5,3,42,0.0,train,2023-03-29,19e96973b63b
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SUB_32,1.0,0,17,2,5,3,11,0.0,train,2023-03-29,35672dcc5b34
642.0,536.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,318.0,-2.0,25.0,40.0,14.0,0.0,100.0,73.0,487.0,7.25,SUB_37,1.0,62,50,17,5,11,31,0.0,train,2023-03-29,62eae6458238
3101.0,589.0,-1.0,-1.0,-1.0,-1.0,13.0,-1.0,-6.0,-1.0,231.0,-1.0,88.0,13.0,13.0,1.0,79.0,65.0,1211.0,5.9,SUB_21,1.0,24,8,68,5,11,6,0.0,train,2023-03-29,b14093769ee6
28883.0,7.57,-1.0,-1.0,-1.0,-1.0,5.0,105.0,-3.0,-1.0,268.0,1997.0,55.0,10.0,67.0,5.0,100.0,42.0,777.0,6.99,SUB_21,0.0,51,35,16,5,0,2,0.0,train,2023-03-29,a45155796f22
3490.0,598.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-1.0,0.0,-2.0,47.0,1.0,83.0,2.0,95.0,31.0,187.0,3.45,SUB_21,1.0,-1,-1,-1,-1,-1,-1,0.0,train,2023-03-29,ef6a1101da33
1023.0,4.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-1.0,706.0,-1.0,74.0,11.0,33.0,1.0,86.0,63.0,570.0,4.61,SUB_12,0.0,48,56,44,5,3,11,0.0,train,2023-03-29,cbb337646fcd
2231.0,376.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-1.0,35.0,-2.0,75.0,41.0,100.0,1.0,68.0,53.0,0.0,3.74,SUB_19,0.0,12,68,8,5,49,10,0.0,train,2023-03-29,f021914ad948
0.0,391.0,-1.0,-1.0,-1.0,-1.0,54.0,-3.0,-1.0,-1.0,71.0,-1.0,50.0,3.0,100.0,2.0,-3.0,64.0,207.0,0.0,SUB_21,1.0,-1,-1,-1,-1,-1,-1,0.0,train,2023-03-29,bb1927ec6b9a
551.0,471.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,1.0,-1.0,-3.0,-1.0,75.0,21.0,100.0,-3.0,69.0,83.0,0.0,3.93,SUB_19,0.0,4,1,21,5,31,49,0.0,train,2023-03-29,8ca3cafa0459
7563.0,589.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-1.0,-3.0,1017.0,78.0,14.0,67.0,-3.0,96.0,56.0,3615.0,5.59,SUB_12,1.0,17,0,50,5,3,11,0.0,train,2023-03-29,17d940cf7808
656.0,7.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-1.0,584.0,-1.0,40.0,2.0,40.0,0.0,-5.0,70.0,2390.0,6.88,SUB_37,0.0,62,8,68,5,49,11,0.0,train,2023-03-29,50662e3f4567
426.0,617.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-1.0,186.0,662.0,83.0,4.0,50.0,0.0,100.0,41.0,9.0,1.71,SUB_16,0.0,67,51,35,5,0,2,0.0,train,2023-03-29,970781b01393
4717.0,8.0,-1.0,-1.0,-1.0,-1.0,48.0,-1.0,-2.0,-1.0,67.0,-1.0,0.0,19.0,0.0,0.0,-2.0,75.0,4595.0,7.99,SUB_30,0.0,49,53,10,5,3,4,0.0,train,2023-03-29,2f76ba6cb34e
2019.0,7.84,-1.0,-1.0,-1.0,-1.0,73.0,-1.0,-6.0,-1.0,107.0,-2.0,15.0,69.0,60.0,0.0,19.0,43.0,1874.0,7.56,SUB_05,0.0,4,1,32,5,31,49,0.0,train,2023-03-29,23943858bf3f
2549.0,735.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-1.0,133.0,3670.0,85.0,9.0,89.0,4.0,90.0,56.0,0.0,3.41,SUB_21,1.0,17,50,39,5,11,3,0.0,train,2023-03-29,233f01bcd10e
49.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-1.0,136.0,-1.0,75.0,15.0,33.0,0.0,-5.0,50.0,194.0,6.4,SUB_12,0.0,-1,-1,-1,-1,-1,-1,0.0,train,2023-03-29,2691524681b6
1936.0,778.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-6.0,-1.0,0.0,-1.0,71.0,3.0,83.0,3.0,96.0,50.0,0.0,5.52,SUB_21,0.0,63,46,7,5,11,3,0.0,train,2023-03-29,4a8be427057e
0.0,1.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-1.0,356.0,-1.0,56.0,12.0,67.0,2.0,148.0,17.0,291.0,0.0,SUB_05,0.0,34,32,1,5,49,10,0.0,train,2023-03-29,ddfa53fdabdb
198.0,8.0,-1.0,-1.0,-1.0,-1.0,138.0,-1.0,-3.0,-1.0,15.0,-2.0,23.0,1.0,75.0,3.0,-3.0,6.0,281.0,8.0,SUB_37,0.0,59,24,68,5,11,0,0.0,train,2023-03-29,7c97068821fb
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,100.0,8.0,100.0,1.0,-1.0,0.0,0.0,-7.0,SUB_33,0.0,12,68,8,5,49,10,0.0,train,2023-03-29,7d26e5f8daca
920.0,704.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,40.0,35.0,43.0,1.0,407.0,24.0,1687.0,6.74,SUB_21,0.0,-1,-1,-1,-1,-1,-1,0.0,train,2023-03-29,856e82bd1ca0
0.0,1.42,8.6,260.0,312.0,332.0,6.0,95.0,-6.0,-1.0,960.0,798.0,58.0,3.0,100.0,3.0,90.0,7.0,0.0,0.0,SUB_21,0.0,1,4,32,5,31,49,1.0,train,2023-03-29,a300bf04d99b
