agg308,wd81,agg2503,utlmag04,duemag01,aepmag01,bi21s,lmd34s,ri27s,rle904,tel32s,tranbal09,at104s,sa21s,at103s,tel03s,at34af,g051s,agg9316,wd03,credits_subcategory,appusers_gender_male,1_cluster_mas_cercano,2_cluster_mas_cercano,3_cluster_mas_cercano,1_cluster_mas_lejano,2_cluster_mas_lejano,3_cluster_mas_lejano,target,set,fecha_desembolso,credito_id_anon
-1.0,-1.0,-1.0,-1.0,300.0,-2.0,-1.0,-1.0,-1.0,-1.0,51.0,-1.0,0.0,35.0,100.0,1.0,-1.0,33.0,0.0,7.0,SUB_21,0.0,59,47,43,5,0,33,1.0,train,2022-12-23,8bd7a11617d3
12795.0,7.88,181.3,405.0,516.0,-2.0,19.0,-3.0,-6.0,-1.0,61.0,2679.0,43.0,17.0,67.0,0.0,113.0,67.0,5801.0,7.77,SUB_21,1.0,17,0,2,5,11,31,1.0,train,2022-12-23,271123ed978b
0.0,6.21,-1.0,-2.0,279.0,-2.0,-1.0,-1.0,-1.0,-1.0,227.0,-2.0,0.0,28.0,0.0,0.0,-3.0,40.0,-2.0,0.73,SUB_21,0.0,43,59,46,5,0,33,1.0,train,2022-12-23,f9b665b6fe8d
216.0,5.0,-1.0,299.0,281.0,-2.0,-1.0,-1.0,0.0,-1.0,156.0,-1.0,0.0,51.0,0.0,0.0,53.0,75.0,156.0,5.84,SUB_21,1.0,46,47,59,5,0,2,1.0,train,2022-12-23,e6fb52232527
1647.0,8.0,-1.0,266.0,328.0,-2.0,35.0,-1.0,0.0,-2.0,312.0,-1.0,10.0,14.0,0.0,0.0,63.0,50.0,1196.0,7.1,SUB_21,0.0,51,67,35,5,0,2,1.0,train,2022-12-23,6a18d5afb529
0.0,0.0,13.0,252.0,490.0,319.0,10.0,-3.0,-6.0,-1.0,-3.0,435.0,76.0,10.0,100.0,-3.0,99.0,0.0,0.0,0.0,SUB_21,0.0,69,16,52,5,0,2,1.0,train,2022-12-23,bdb4e7f91846
0.0,-7.0,-2.0,322.0,324.0,-2.0,2.0,-1.0,0.0,-1.0,-3.0,-2.0,52.0,5.0,75.0,-3.0,80.0,2.0,566.0,0.0,SUB_21,1.0,54,26,68,5,11,6,1.0,train,2022-12-23,554c3a6b2441
2203.0,432.0,-1.0,290.0,535.0,-2.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,31.0,7.0,60.0,2.0,24.0,11.0,1741.0,3.56,SUB_21,0.0,51,35,16,5,0,2,0.0,train,2022-12-26,1df74c396d72
143.0,8.0,-1.0,-1.0,255.0,-2.0,-1.0,-1.0,-1.0,-1.0,78.0,-1.0,100.0,9.0,100.0,2.0,-1.0,67.0,0.0,6.45,SUB_21,1.0,64,63,37,5,4,1,0.0,train,2022-12-26,21fb78003399
4906.0,6.76,-2.0,573.0,540.0,-2.0,-1.0,-1.0,0.0,-1.0,349.0,-2.0,18.0,4.0,20.0,1.0,217.0,60.0,3495.0,7.01,SUB_33,0.0,52,28,42,5,0,2,0.0,train,2022-12-26,b71a062632f7
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SUB_12,0.0,-1,-1,-1,-1,-1,-1,0.0,train,2023-01-02,90ec96a266de
3295746.0,97.0,-2.0,341.0,372.0,-2.0,135.0,-1.0,-6.0,-1.0,93.0,-2.0,74.0,12.0,43.0,1.0,104.0,45.0,461.0,5.09,SUB_21,0.0,28,19,52,5,0,2,0.0,train,2023-01-02,0aeee5b75b6f
39.0,8.0,-1.0,-2.0,301.0,-2.0,116.0,-1.0,-3.0,-1.0,-3.0,-1.0,33.0,-1.0,-3.0,-3.0,-3.0,50.0,894.0,8.0,SUB_21,1.0,-1,-1,-1,-1,-1,-1,0.0,train,2023-01-02,0034818099d7
1344.0,752.0,-2.0,338.0,411.0,-2.0,-1.0,-1.0,-6.0,-1.0,-1.0,1792.0,95.0,6.0,100.0,-1.0,92.0,15.0,0.0,6.46,SUB_21,1.0,7,54,59,5,11,4,0.0,train,2023-01-02,b6bb63be5eb3
0.0,0.0,1.6,235.0,367.0,296.0,-1.0,-1.0,-6.0,-1.0,0.0,-2.0,95.0,6.0,100.0,1.0,44.0,0.0,0.0,0.0,SUB_21,1.0,7,59,46,5,11,4,1.0,train,2023-01-02,0701a6939a1b
-2.0,-7.0,-1.0,300.0,334.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,20.0,11.0,100.0,-1.0,0.0,0.0,-2.0,-7.0,SUB_21,0.0,35,51,31,5,0,2,1.0,train,2023-01-02,73cc696bbb50
1284.0,776.0,-1.0,-2.0,443.0,-2.0,48.0,-3.0,-3.0,-1.0,432.0,-1.0,13.0,3.0,0.0,0.0,-3.0,33.0,1105.0,7.91,SUB_21,1.0,69,47,52,5,0,2,0.0,train,2023-01-04,c5b54ddb1bc0
628.0,586.0,-1.0,323.0,318.0,-2.0,84.0,-3.0,-6.0,-1.0,182.0,-1.0,13.0,1.0,50.0,0.0,83.0,70.0,1016.0,6.36,SUB_21,0.0,-1,-1,-1,-1,-1,-1,0.0,train,2023-01-04,278cb83d6ed6
18477.0,8.0,-1.0,259.0,216.0,287.0,0.0,69.0,1.0,-1.0,23.0,550.0,33.0,17.0,75.0,2.0,49.0,14.0,18708.0,7.68,SUB_21,0.0,52,19,28,5,0,2,0.0,train,2023-01-04,217e9c494d41
5399.0,3.77,-2.0,229.0,334.0,-2.0,5.0,-1.0,-6.0,-1.0,0.0,6122.0,70.0,24.0,67.0,3.0,81.0,63.0,3389.0,4.03,SUB_33,1.0,21,17,36,5,11,31,0.0,train,2023-01-04,7cb27cca8815
6349.0,555.0,1.0,300.0,532.0,-2.0,91.0,-1.0,-6.0,-1.0,0.0,8085.0,20.0,29.0,50.0,2.0,270.0,20.0,8424.0,5.58,SUB_12,0.0,49,10,53,5,3,4,0.0,train,2023-01-04,c80e0aa4bd13
1156.0,775.0,-1.0,304.0,393.0,-2.0,-1.0,-1.0,0.0,-1.0,158.0,-1.0,14.0,4.0,33.0,0.0,100.0,86.0,1312.0,7.52,SUB_12,0.0,35,51,31,5,0,2,0.0,train,2023-01-04,1e185b1042a3
39.0,8.0,-2.0,-2.0,323.0,-2.0,-1.0,-1.0,-3.0,-1.0,1013.0,-2.0,20.0,5.0,0.0,0.0,-3.0,50.0,37.0,8.0,SUB_21,1.0,7,40,46,5,11,4,0.0,train,2023-01-04,93a6668f3738
1070.0,4.94,-1.0,-2.0,303.0,-2.0,-1.0,-1.0,-3.0,-1.0,41.0,1557.0,27.0,3.0,33.0,0.0,87.0,53.0,940.0,2.34,SUB_21,1.0,24,68,59,5,11,49,0.0,train,2023-01-04,f48746d37a12
0.0,359.0,-1.0,-2.0,296.0,308.0,-1.0,-1.0,-3.0,-1.0,0.0,-1.0,0.0,29.0,100.0,1.0,-3.0,31.0,0.0,0.48,SUB_12,1.0,38,20,53,5,3,14,0.0,train,2023-01-04,e24a5e6162b4
2597.0,5.32,-1.0,321.0,364.0,298.0,1.0,-1.0,-6.0,-1.0,-3.0,823.0,80.0,4.0,70.0,-3.0,106.0,44.0,87.0,4.26,SUB_21,0.0,24,8,59,5,11,6,0.0,train,2023-01-04,0e50c035140d
309.0,39.0,-1.0,300.0,302.0,-2.0,-1.0,-1.0,0.0,-1.0,-3.0,-2.0,17.0,11.0,0.0,-3.0,100.0,38.0,553.0,7.38,SUB_21,0.0,28,52,16,5,0,2,0.0,train,2023-01-04,7fdacfbd1f2f
1978.0,641.0,4.2,226.0,295.0,-2.0,2.0,102.0,-6.0,-1.0,0.0,147.0,71.0,8.0,100.0,3.0,97.0,35.0,0.0,3.96,SUB_21,0.0,47,52,69,5,0,2,0.0,train,2023-01-04,51e07d1981cb
-2.0,4.85,-1.0,278.0,293.0,-2.0,97.0,-1.0,-6.0,-1.0,96.0,-1.0,28.0,10.0,67.0,0.0,64.0,16.0,96.0,1.3,SUB_12,0.0,1,4,32,5,31,49,0.0,train,2023-01-04,9c002e35aebf
414.0,7.0,-1.0,470.0,438.0,-2.0,191.0,-1.0,0.0,-1.0,235.0,-2.0,24.0,16.0,50.0,2.0,130.0,36.0,140.0,4.06,SUB_21,0.0,52,19,28,5,0,33,0.0,train,2023-01-04,d1fb4ce9fa7a
2318.0,8.0,-1.0,297.0,544.0,-2.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,20.0,14.0,50.0,1.0,-2.0,50.0,2035.0,8.0,SUB_21,1.0,54,26,7,5,11,6,0.0,train,2023-01-04,7d4bc8cc586d
-1.0,-1.0,-1.0,-2.0,300.0,-2.0,-1.0,-1.0,-3.0,-1.0,0.0,-1.0,50.0,-1.0,100.0,1.0,-3.0,0.0,0.0,-7.0,SUB_21,1.0,59,7,46,5,11,4,0.0,train,2023-01-04,3f81acf4a391
1080.0,5.0,-2.0,530.0,486.0,-2.0,-1.0,-1.0,1.0,-1.0,241.0,-2.0,8.0,26.0,40.0,1.0,168.0,33.0,513.0,5.79,SUB_12,0.0,55,64,37,5,0,2,0.0,train,2023-01-04,b035091be651
650.0,569.0,-2.0,334.0,342.0,-2.0,9.0,90.0,1.0,-1.0,0.0,-2.0,38.0,22.0,100.0,3.0,69.0,31.0,0.0,6.24,SUB_21,0.0,67,51,31,5,0,2,0.0,train,2023-01-04,0447f069c0e5
796.0,767.0,-1.0,293.0,314.0,-2.0,-1.0,-1.0,-6.0,-1.0,74.0,-1.0,73.0,5.0,40.0,2.0,100.0,79.0,1174.0,5.49,SUB_21,0.0,63,46,40,5,4,1,0.0,train,2023-01-04,7f24b6b2fd9a
1139.0,5.0,-1.0,487.0,475.0,-2.0,-1.0,-1.0,-6.0,-1.0,87.0,-1.0,27.0,4.0,67.0,1.0,250.0,78.0,782.0,5.59,SUB_21,1.0,6,55,30,5,0,2,0.0,train,2023-01-04,4ee30ea6ff60
87.0,7.0,-1.0,301.0,314.0,-2.0,196.0,-1.0,0.0,-1.0,261.0,-1.0,14.0,11.0,0.0,0.0,101.0,43.0,348.0,7.75,SUB_21,1.0,55,20,64,5,0,2,0.0,train,2023-01-04,cf366a892c0d
13379.0,736.0,-2.0,374.0,348.0,307.0,13.0,-1.0,-6.0,-1.0,0.0,-2.0,41.0,10.0,38.0,1.0,83.0,29.0,7446.0,5.1,SUB_21,1.0,13,15,23,5,3,11,0.0,train,2023-01-04,4b7afca26f59
146.0,5.0,-1.0,287.0,300.0,-2.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,33.0,10.0,67.0,1.0,37.0,67.0,146.0,5.0,SUB_12,0.0,38,20,55,5,0,2,0.0,train,2023-01-04,a89dd46f23ff
910.0,572.0,-1.0,299.0,301.0,-2.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,11.0,0.0,-1.0,78.0,57.0,910.0,5.72,SUB_12,0.0,10,49,53,5,3,4,0.0,train,2023-01-04,c6bc177ad6a8
977.0,5.0,-1.0,277.0,324.0,-2.0,-1.0,-1.0,0.0,-1.0,-3.0,-2.0,39.0,5.0,75.0,-3.0,77.0,35.0,527.0,6.11,SUB_21,1.0,26,54,39,5,11,3,0.0,train,2023-01-04,76b5357947ac
29.0,8.0,-1.0,-1.0,343.0,-2.0,-1.0,-1.0,-1.0,-1.0,373.0,-1.0,0.0,19.0,0.0,0.0,-3.0,38.0,0.0,8.0,SUB_21,1.0,7,63,46,5,11,4,0.0,train,2023-01-04,73852e43a4a0
-2.0,4.0,-1.0,-1.0,-2.0,-2.0,107.0,-1.0,-1.0,-1.0,-1.0,-2.0,0.0,3.0,-3.0,-1.0,-3.0,25.0,-2.0,-7.0,SUB_21,1.0,55,37,64,5,0,2,0.0,train,2023-01-04,4c721b6bd007
31674.0,8.0,1.5,-2.0,576.0,-2.0,77.0,-1.0,-3.0,-1.0,127.0,752.0,33.0,4.0,88.0,6.0,43.0,40.0,28139.0,2.46,SUB_12,1.0,33,0,17,5,3,42,0.0,train,2023-01-04,4147c5dde26a
39.0,8.0,-1.0,-2.0,-2.0,-2.0,202.0,-1.0,-3.0,-1.0,-1.0,-1.0,25.0,29.0,-3.0,-1.0,-3.0,100.0,-2.0,8.0,SUB_21,1.0,69,52,47,5,0,2,0.0,train,2023-01-04,9c53dc311044
1831.0,532.0,-1.0,574.0,301.0,-2.0,-1.0,-1.0,0.0,-1.0,365.0,-2.0,29.0,18.0,0.0,0.0,120.0,67.0,1878.0,6.4,SUB_21,0.0,16,51,28,5,0,2,0.0,train,2023-01-04,d4eb9900d46c
3713.0,489.0,-2.0,225.0,326.0,-2.0,-1.0,-1.0,-6.0,-1.0,443.0,-2.0,63.0,1.0,80.0,2.0,95.0,50.0,0.0,5.0,SUB_21,1.0,22,50,61,5,3,42,0.0,train,2023-01-04,4d36812a2fe9
1796.0,723.0,-1.0,520.0,442.0,-2.0,-1.0,-1.0,1.0,-1.0,131.0,-1.0,17.0,1.0,50.0,2.0,86.0,56.0,4511.0,7.29,SUB_21,0.0,20,55,64,5,0,2,0.0,train,2023-01-04,ad3ebaff3355
44.0,7.0,-2.0,301.0,320.0,-2.0,108.0,-1.0,-6.0,-1.0,520.0,-2.0,4.0,8.0,50.0,0.0,147.0,10.0,0.0,7.0,SUB_21,0.0,11,6,30,5,0,15,0.0,train,2023-01-04,93beb4a88b1c
1403.0,5.0,-1.0,-1.0,298.0,-2.0,4.0,-1.0,-1.0,-1.0,0.0,-1.0,67.0,3.0,100.0,3.0,87.0,67.0,0.0,5.0,SUB_21,0.0,7,59,46,5,11,4,0.0,train,2023-01-04,1d953c0496be
3228.0,8.0,-1.0,289.0,268.0,-2.0,-1.0,-1.0,-6.0,-1.0,-3.0,-1.0,75.0,21.0,0.0,-3.0,87.0,75.0,2530.0,5.85,SUB_12,1.0,40,63,7,5,4,1,0.0,train,2023-01-04,c34e722fd80a
9404.0,7.87,-1.0,292.0,408.0,313.0,10.0,101.0,-6.0,-1.0,1983.0,-2.0,76.0,9.0,63.0,2.0,91.0,57.0,2880.0,6.93,SUB_21,1.0,7,63,40,5,4,11,0.0,train,2023-01-04,641e09b76786
1525.0,5.12,-2.0,402.0,336.0,-2.0,47.0,-1.0,-6.0,-1.0,2490.0,99.0,41.0,1.0,100.0,4.0,98.0,33.0,48.0,1.69,SUB_12,0.0,31,67,69,5,0,2,0.0,train,2023-01-04,3c2251b27af4
3361.0,338.0,-2.0,280.0,336.0,255.0,84.0,-1.0,1.0,-1.0,475.0,2529.0,63.0,1.0,92.0,4.0,118.0,35.0,0.0,2.78,SUB_12,1.0,35,20,55,5,0,2,0.0,train,2023-01-04,d7bb3052fe98
1058.0,586.0,-1.0,415.0,433.0,-2.0,-1.0,-1.0,-6.0,-1.0,200.0,-1.0,78.0,8.0,20.0,0.0,153.0,80.0,420.0,5.55,SUB_17,1.0,17,50,0,5,3,11,0.0,train,2023-01-04,9c4e08a4c6be
0.0,0.26,-1.0,-1.0,300.0,-2.0,122.0,-1.0,-1.0,-1.0,56.0,-1.0,10.0,6.0,100.0,1.0,-3.0,8.0,0.0,0.0,SUB_21,0.0,59,47,46,5,0,33,0.0,train,2023-01-04,c50cf379bdc9
3291.0,6.61,-1.0,255.0,347.0,-2.0,209.0,-1.0,-6.0,-1.0,-3.0,-1.0,83.0,5.0,100.0,-3.0,97.0,27.0,0.0,1.48,SUB_33,1.0,17,2,0,5,3,67,0.0,train,2023-01-04,780d82bfc633
803.0,514.0,-1.0,-2.0,299.0,-2.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,8.0,8.0,100.0,1.0,-3.0,46.0,423.0,5.04,SUB_21,1.0,63,64,37,5,3,4,0.0,train,2023-01-04,118abc74a456
874.0,465.0,-1.0,314.0,304.0,-2.0,89.0,-1.0,-6.0,-1.0,1128.0,-1.0,40.0,8.0,29.0,2.0,100.0,35.0,2500.0,6.93,SUB_21,1.0,33,0,17,5,3,42,0.0,train,2023-01-04,c3c27062012b
3390.0,0.95,-1.0,301.0,387.0,-2.0,5.0,-1.0,-6.0,-1.0,833.0,-2.0,80.0,13.0,91.0,5.0,91.0,28.0,1611.0,0.7,SUB_12,0.0,6,11,30,5,0,2,0.0,train,2023-01-04,6246faf2e6b0
5034.0,789.0,-2.0,-2.0,535.0,-2.0,231.0,-1.0,-3.0,-1.0,96.0,-2.0,18.0,9.0,100.0,1.0,-3.0,64.0,2625.0,7.73,SUB_21,1.0,59,43,46,5,0,33,0.0,train,2023-01-04,051518329383
792.0,5.0,1.0,-2.0,576.0,-2.0,-1.0,-1.0,-3.0,-1.0,195.0,1868.0,33.0,17.0,25.0,1.0,252.0,38.0,1006.0,5.13,SUB_12,1.0,17,50,0,5,3,11,0.0,train,2023-01-04,190fcc3f033a
3491.0,604.0,-1.0,340.0,334.0,-2.0,2.0,-1.0,-6.0,-1.0,0.0,2093.0,40.0,2.0,60.0,1.0,94.0,25.0,2093.0,6.8,SUB_21,1.0,33,17,50,5,3,14,0.0,train,2023-01-04,b92722f24dbe
489.0,559.0,-1.0,234.0,405.0,-2.0,-1.0,-1.0,-6.0,-1.0,3179.0,-1.0,48.0,9.0,73.0,4.0,101.0,50.0,372.0,6.77,SUB_21,1.0,57,53,10,5,3,4,0.0,train,2023-01-04,a573443249ef
2547.0,52.0,-1.0,254.0,354.0,-2.0,222.0,-1.0,-6.0,-1.0,0.0,-1.0,81.0,22.0,100.0,2.0,91.0,48.0,0.0,4.75,SUB_21,0.0,1,48,21,5,3,31,0.0,train,2023-01-04,47df625e98ca
1745.0,594.0,-1.0,360.0,435.0,-2.0,196.0,-1.0,1.0,-1.0,0.0,-1.0,30.0,5.0,67.0,1.0,35.0,35.0,870.0,6.32,SUB_21,0.0,52,19,14,5,0,33,0.0,train,2023-01-04,2bb6bf9e7fdb
31163.0,8.0,-1.0,297.0,564.0,-2.0,70.0,-1.0,0.0,-1.0,1846.0,-1.0,0.0,11.0,0.0,0.0,-2.0,83.0,28029.0,7.99,SUB_33,1.0,59,43,47,5,0,33,0.0,train,2023-01-04,b711b6f97c21
46199.0,795.0,-2.0,211.0,444.0,-2.0,24.0,0.0,0.0,-1.0,624.0,-2.0,58.0,4.0,60.0,3.0,32.0,9.0,35680.0,7.89,SUB_12,0.0,6,30,55,5,0,2,0.0,train,2023-01-04,0df75702bb1a
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,2.0,100.0,1.0,-1.0,50.0,127.0,8.0,SUB_21,1.0,47,59,69,5,0,11,1.0,train,2023-01-04,4af53d432044
0.0,0.0,-1.0,-1.0,279.0,-2.0,-1.0,-1.0,-1.0,-1.0,76.0,-1.0,20.0,16.0,50.0,1.0,-1.0,0.0,0.0,0.0,SUB_21,1.0,-1,-1,-1,-1,-1,-1,1.0,train,2023-01-04,c6d130f74310
519.0,5.13,-1.0,-2.0,323.0,-2.0,-1.0,-1.0,-3.0,-1.0,231.0,-1.0,83.0,1.0,50.0,1.0,-3.0,75.0,231.0,3.07,SUB_21,1.0,14,19,28,5,0,49,1.0,train,2023-01-04,3bec8bdfec4e
0.0,-7.0,-1.0,-1.0,300.0,-2.0,52.0,-1.0,-1.0,-1.0,219.0,-2.0,0.0,5.0,67.0,1.0,-5.0,5.0,219.0,7.0,SUB_21,1.0,54,26,68,5,11,6,1.0,train,2023-01-04,1c6b229840a8
12978.0,6.83,-1.0,329.0,366.0,313.0,15.0,-1.0,1.0,-1.0,1618.0,1931.0,89.0,1.0,35.0,5.0,88.0,36.0,3753.0,5.41,SUB_37,1.0,35,55,20,5,0,2,1.0,train,2023-01-04,fc5197ee09ea
4867.0,796.0,-2.0,365.0,333.0,-2.0,17.0,-1.0,-6.0,-1.0,14.0,-2.0,42.0,19.0,100.0,3.0,200.0,18.0,3345.0,7.94,SUB_21,0.0,-1,-1,-1,-1,-1,-1,1.0,train,2023-01-04,c5e7e7aab259
5166.0,6.97,-1.0,-1.0,-1.0,-1.0,2.0,100.0,-6.0,-1.0,0.0,1776.0,61.0,4.0,67.0,1.0,96.0,23.0,0.0,6.26,SUB_30,1.0,33,0,17,5,3,14,1.0,train,2023-01-04,45b9e51954dc
769.0,8.0,-1.0,300.0,314.0,-2.0,-1.0,-1.0,-3.0,-1.0,0.0,-1.0,0.0,27.0,100.0,1.0,-3.0,50.0,1663.0,8.0,SUB_12,0.0,20,37,64,5,0,4,1.0,train,2023-01-04,dc831e27c047
59.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-1.0,59.0,-1.0,100.0,35.0,75.0,2.0,-5.0,57.0,59.0,7.0,SUB_32,1.0,50,17,36,5,11,3,1.0,train,2023-01-04,62d7488c9864
635.0,657.0,-1.0,289.0,252.0,-2.0,41.0,-1.0,0.0,-1.0,-3.0,-2.0,9.0,17.0,33.0,-3.0,64.0,71.0,489.0,6.48,SUB_12,1.0,-1,-1,-1,-1,-1,-1,1.0,train,2023-01-04,02d804c0ab5c
1687.0,6.51,11.8,284.0,269.0,-2.0,192.0,-1.0,-6.0,-1.0,0.0,2234.0,32.0,7.0,100.0,1.0,69.0,6.0,440.0,5.32,SUB_21,0.0,42,67,47,5,0,2,1.0,train,2023-01-04,26b328838aeb
1575.0,8.0,-1.0,-1.0,280.0,313.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,33.0,0.0,-1.0,72.0,29.0,0.0,5.0,SUB_21,0.0,8,68,12,5,49,11,1.0,train,2023-01-04,1a73106cc10e
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SUB_37,1.0,19,28,14,5,0,2,1.0,train,2023-01-04,eafb0e4468eb
2980.0,1.17,-1.0,-1.0,-1.0,-1.0,45.0,-1.0,-6.0,-1.0,-1.0,-2.0,16.0,6.0,43.0,-1.0,71.0,13.0,1324.0,7.25,SUB_12,0.0,41,10,69,5,2,0,1.0,train,2023-01-04,d5b397b59d96
962.0,8.0,-1.0,321.0,259.0,-2.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,36.0,10.0,100.0,2.0,22.0,46.0,1230.0,7.45,SUB_21,0.0,22,29,50,5,3,42,1.0,train,2023-01-04,9db3efe9a419
387.0,5.0,-1.0,241.0,225.0,-2.0,-1.0,-1.0,-6.0,-1.0,-1.0,-1.0,75.0,14.0,100.0,-1.0,88.0,25.0,0.0,5.0,SUB_21,0.0,59,43,46,5,33,0,1.0,train,2023-01-04,75b4a0399144
-2.0,-7.0,-1.0,-2.0,342.0,-2.0,135.0,-1.0,-3.0,-1.0,77.0,-1.0,17.0,18.0,33.0,1.0,-3.0,33.0,77.0,1.81,SUB_12,0.0,56,45,48,5,3,14,1.0,train,2023-01-04,1b99f625c53a
208.0,0.0,-1.0,147.0,342.0,-2.0,6.0,-1.0,-6.0,-1.0,0.0,-2.0,45.0,5.0,63.0,2.0,91.0,11.0,442.0,0.0,SUB_12,1.0,-1,-1,-1,-1,-1,-1,0.0,train,2023-01-05,903a5b7c6990
39.0,8.0,-1.0,-2.0,300.0,-2.0,-1.0,-1.0,-3.0,-1.0,195.0,-1.0,50.0,35.0,0.0,0.0,-3.0,100.0,195.0,7.0,SUB_12,1.0,49,10,53,5,3,14,0.0,train,2023-01-05,9a4ec613c849
39.0,19.0,-1.0,-1.0,300.0,-2.0,-1.0,-1.0,-1.0,-1.0,72.0,-1.0,100.0,5.0,75.0,3.0,-1.0,44.0,72.0,5.5,SUB_12,1.0,55,20,37,5,0,2,0.0,train,2023-01-05,ec78cd40b750
4673.0,72.0,-1.0,478.0,421.0,-2.0,168.0,-1.0,0.0,-1.0,450.0,-1.0,33.0,6.0,20.0,1.0,306.0,71.0,3872.0,7.15,SUB_21,1.0,47,59,69,5,0,4,0.0,train,2023-01-05,bf390b7affc7
1631.0,8.0,-1.0,-2.0,285.0,-2.0,50.0,-1.0,-3.0,-1.0,-1.0,-2.0,53.0,31.0,-3.0,-1.0,-3.0,4.0,308.0,8.0,SUB_33,0.0,63,64,46,5,0,1,0.0,train,2023-01-05,58d2b75ed604
3451.0,504.0,-1.0,350.0,303.0,-2.0,-1.0,-1.0,0.0,-1.0,197.0,100.0,32.0,3.0,8.0,0.0,97.0,82.0,18368.0,6.22,SUB_21,0.0,11,6,30,5,0,15,0.0,train,2023-01-05,1bd193fa5488
35.0,8.0,-1.0,-2.0,300.0,-2.0,-1.0,-1.0,-3.0,-1.0,256.0,-1.0,40.0,42.0,67.0,2.0,-3.0,50.0,-2.0,8.0,SUB_21,0.0,7,63,54,5,11,4,0.0,train,2023-01-05,c8c2073576d1
35.0,136.0,-1.0,353.0,298.0,301.0,-1.0,-1.0,-2.0,-1.0,67.0,-1.0,71.0,6.0,75.0,1.0,77.0,56.0,67.0,3.81,SUB_12,0.0,40,65,27,5,4,1,0.0,train,2023-01-05,a82bbfd1a872
26.0,0.0,-1.0,-2.0,300.0,-2.0,-1.0,-1.0,-6.0,-1.0,164.0,-1.0,83.0,16.0,80.0,3.0,4.0,13.0,164.0,0.0,SUB_21,1.0,62,50,36,5,11,31,0.0,train,2023-01-05,1938fb9eaaf7
611.0,5.0,-1.0,517.0,502.0,-2.0,-1.0,-1.0,-6.0,-1.0,111.0,-1.0,40.0,13.0,67.0,1.0,257.0,80.0,478.0,6.19,SUB_21,0.0,6,30,55,5,0,2,0.0,train,2023-01-05,9ab9845b4fe9
277.0,7.0,-1.0,420.0,434.0,-2.0,-1.0,-1.0,-6.0,-1.0,63.0,-1.0,83.0,20.0,25.0,0.0,162.0,86.0,436.0,7.22,SUB_21,1.0,63,64,37,5,4,3,0.0,train,2023-01-05,bc422798aa1d
4419.0,596.0,-2.0,277.0,316.0,-2.0,-1.0,-1.0,-6.0,-1.0,68.0,-2.0,81.0,1.0,100.0,3.0,96.0,42.0,0.0,5.11,SUB_21,0.0,55,64,37,5,0,2,0.0,train,2023-01-05,cbb5ed97ca4b
-1.0,-1.0,-1.0,299.0,300.0,-2.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,50.0,23.0,75.0,3.0,330.0,0.0,0.0,-7.0,SUB_21,1.0,46,59,43,5,0,33,0.0,train,2023-01-05,69ab1511b411
24940.0,608.0,-1.0,338.0,367.0,-2.0,-1.0,-1.0,-6.0,-1.0,72.0,-1.0,74.0,11.0,40.0,1.0,56.0,28.0,22154.0,6.3,SUB_21,0.0,48,1,32,5,3,11,0.0,train,2023-01-05,4eb739703e7a
43066.0,664.0,-2.0,314.0,302.0,-2.0,54.0,-1.0,0.0,-1.0,114.0,-2.0,27.0,33.0,50.0,1.0,82.0,45.0,27571.0,6.84,SUB_12,1.0,40,46,63,5,4,1,0.0,train,2023-01-05,f4663e76b317
1562.0,751.0,-1.0,433.0,347.0,-2.0,4.0,-1.0,-6.0,-1.0,185.0,-1.0,50.0,4.0,75.0,0.0,89.0,100.0,315.0,7.24,SUB_21,1.0,51,35,58,5,0,2,0.0,train,2023-01-05,de3c9bc0e541
0.0,-7.0,-1.0,301.0,446.0,-2.0,-1.0,-1.0,-3.0,-1.0,0.0,-2.0,46.0,24.0,100.0,4.0,-3.0,8.0,1141.0,0.0,SUB_12,1.0,-1,-1,-1,-1,-1,-1,0.0,train,2023-01-05,760226bf2539
541.0,342.0,-2.0,300.0,340.0,-2.0,45.0,-1.0,0.0,-1.0,1195.0,-2.0,56.0,1.0,67.0,2.0,88.0,46.0,204.0,2.74,SUB_21,0.0,-1,-1,-1,-1,-1,-1,0.0,train,2023-01-05,8a8e2fd088a1
