campo,valor,n
descripcion_negocio,Inicie mi negocio en 2020 soy decoradora y organizadora de eventos cuento con una pequeña parte de mobiliario donde lo alquilo y utilizo para mis decoraciones...,1
descripcion_negocio,Inicie mi negocio ofreciendo a la comunidad todo en la canasta familiar así fue como fue creciendo mi tienda y quiero seguir ampliando mi tienda para así ofrecer más productos a la cumunidad,1
descripcion_negocio,"inicie mi negocio en el año 2013, cuando nació mi nieta necesite más tiempo para mi familia y comencé a trabajar a domicilios a mis clientes.",1
descripcion_negocio,Inicio el pasado mes de noviembre de 2022 vendiendo por redes sociales productos de belleza y maquillaje.,1
descripcion_negocio,"Inicie mi negocio en el año 2015 con la idea de emprender como pequeño comerciante en miscelanea y papeleria, pues en este sector se hacia necesaria la creacion de esta pequeña empresa para fortalecer la economia barrial y comunal de nuestra ciudad.",1
descripcion_negocio,Servicio a la mesa bebidas comidas a la carta ajierto hace 2 años,1
descripcion_negocio,Empecé mi taller con la llegada de la pandemia elaborando tapabocas luego me contacto un marca de la ciudad (agua y flores) y actualmente trabajo para ellos confeccionando pijamas.,1
descripcion_negocio,"Inicié mi negocio en enero vendiendo carnes ,costillas,chicharrón y osubuco con una muy buena acogida por el sabor diferente  que seda Amis productos",1
descripcion_negocio,"Emprendimiento Multimarca que vende artículos artesanales,bolos , Carteras y accesorios",1
descripcion_negocio,Tengo mi negocio en casa en el cual ofrezco productos de la canasta familiar un poco de legumbres gaseosas mekatos helados escobas traperas carnes frias bandejas de pollo buscando tener de todo un poco,1
descripcion_negocio,"Iniciamos el negocio desde la casa haciendo y vendiendo postres y Mini donas, en este momento las comercializamos por medio de redes y de eventos de emprendedores a los que somos invitados",1
descripcion_negocio,"Inicie el negocio en 2020, con poco inventario y con la ayuda de Dios he ido creciendo.",1
descripcion_negocio,Inicie mi negocio en el 2020 vendiendo puerta a puerta  y ahora llevo mercancía a las plazas de diferentes pueblos,1
descripcion_negocio,"Fabricacion de pulpas de limonadas de frutas fácilmente para preparar las cuales distribuimos en los diferentes restaurantes, negocios de comidas rápidas y bares de Bogota y pueblos aledaños",1
descripcion_negocio,Soy independiente compro y vendo a crédito artículos para mujeres,1
descripcion_negocio,"Inicie mi negocio en 2019 vendiendo productos ya miembros para mascotas, actualmente tiene 4 años de acreditación en un punto comercial y se prestan servicios como baño , peluquería y veterinaria",1
descripcion_negocio,Inicié mi negocio durante la pandemia vendiendo a domicilio postres y mi fuerte eran las pizzas brownie.,1
descripcion_negocio,Taller de pintura  para motos,1
descripcion_negocio,Inicie mi emprendimiento en marzo del 2023 desde mi casa y actualmente todavía traboja desde mi Casa,1
descripcion_negocio,"Inicie mi negocio en octubre del 2007 confeccionando toda clase de uniformes y haciendo arreglos en general, vendiendo toda clase de productos de miselanea, por causa de la cuarentena toca reducir el taller, y trabajar en donde vivo,",1
descripcion_negocio,Tengo mi negocio de reparación de celulares dentro de un local de venta de accesorios y tecnología,1
descripcion_negocio,"Venta juguetería coleccionable (figuras de acción, vehículos a escala, etc. de marcas reconocidas como Mattel, Hasbro, spin máster, continente entre otras, totalmente originales a través de página y plataforma de e comerce",1
descripcion_negocio,"Inicie mi negocio en 2015 vendiendo catálogo Croydon, luego me inscribí en Leonisa y hace 2 años vendo novaventa. Llevando los catálogos a amigos familiares y vecinos.",1
descripcion_negocio,Vendemos productos naturales y semillas frutos secos y pan integral queremos expandirnos pero nos falta recursos,1
descripcion_negocio,"Adornos navideños, muñecos, trenes , adornos para las puertas",1
descripcion_negocio,Compra venta de papelería productos de primera necesidad entre otros,1
descripcion_negocio,Inicio mi negocio hace 11 años en casa en alquiler hoy día tengo casa propia y mi local es más grande vendo todo lo de la canasta familiar artículo de aseo hogar y aseo personal y demás cosas,1
descripcion_negocio,Mi negocio ha sido muy exitoso vendo accesorios para celular y  reparo celulares y relojes,1
descripcion_negocio,"Adquiri mi negocio en funcionamiento y acreditado en el año 2021 en el vendo articulos de miscelanea, papeleria, incluido servicio de internet, escaner, recargas, impresiones ademas de bebidas sin alcohol, snacks, dulceria",1
descripcion_negocio,"Inicie vendiendo catalogo croydon desde junio de 2022, es un catálogo de calzado, ropa y este año en agosto empecé a vender vcatalogo bata y también estoy vendiendo catalogo ipanu que es de ropa y joyeria",1
descripcion_negocio,"Desde 2013 inicie mi negocio confeccionando desde casa uniformes, haciendo arreglos, y comercializandolos. Hoy día confeccionó todo tipo de prendas.",1
descripcion_negocio,"es una negocio donde le vendemos a nuestro clientes ,muebles modulares para el hogar y la oficina( cocinas integrales, closet, escritorios etc)",1
descripcion_negocio,Asesoría a empresas en manejo de maquinaria,1
descripcion_negocio,"Venta Ropa Informal.
Juvenil",1
descripcion_negocio,Consultorio odontologico servicios de ortodoncia odontologia general,1
descripcion_negocio,Inicie en marzo del 2021 vendiendo ropa en mi casa,1
descripcion_negocio,Inicie mi negocio  en el 2013 donde vendo recargas pagos de facturas venta de papelería y sala de Internet en mi. Casa,1
descripcion_negocio,"Venta empanadas, pasteles, gaseosas, tinto, perico, cigarrillos",1
descripcion_negocio,Inicie vendiendo ropa por encargo y en el 2019 monte mi local vendo ropa al por mayor y al detal,1
descripcion_negocio,Llegamos a mariquita con mi esposa y sacamos gallina crioya huevos crioyosademás sembramos plátano y banano,1
descripcion_negocio,Inicie mi negocio en el año 2019 vendiendo variedad de productos y aprovechando cada temporada.,1
descripcion_negocio,Inicie mi negocio virtual en el año 2021 de comercialización de maquillaje y productos para el cuidado de la piel y el cabello de diferentes marcas a través de redes sociales,1
descripcion_negocio,Ofrecemos servicio de decoración de cualquier evento y arquiler de mobiliario de fiesta,1
descripcion_negocio,"EV Diseños y Construcciones es una empresa de Ingeniería civil dedicada a la consultoría, interventoría, avalúos y remodelacion de todo tipo de construcciones con más de 8 años de experiencia.",1
descripcion_negocio,"Mi negocio trata de el diseño, corte y confección de prendas de vestir, sólo material textiles. Agregado a eso distribuyo prendas de vestir propias y de terceros.",1
descripcion_negocio,"Tengo un negocio en mi casa donde vendo calzado en cuero para dama bolsos, ropa y calzado para hombres",1
descripcion_negocio,Inicié mi negocio en el 2019 empecé sacando fotocopias e impresiones y asesorando tareas desde casa hoy en día mi negocio está más grande todo con mi esfuerzo y dedicación le pido al equipo quipu que me ayude con un préstamo para comprar la guillotin,1
descripcion_negocio,Inicie mi negocio en 2021 tendo un satelite deconfeccion de morrales,1
descripcion_negocio,Almacén de calzado y papelería,1
descripcion_negocio,Inicié como consultora de belleza pues ya había usado los productos teniendo resultados increíbles por esto me decidí a vender los productos,1
descripcion_negocio,Venta de tamales morcilla chorizos arepas,1
descripcion_negocio,Inicie mi negocio el 2020 en plena pandemia vendiendo empanadas tontos y jugos,1
descripcion_negocio,"Inicie mi negocio en el año 2022, con el propósito de crear una empresa a nivel nacional e internacional, comercializamos perfumes de todos los precios",1
descripcion_negocio,Tengo mi negocio de artesanías en molde que llevo trabajando hace 2 años y medio mi producción en la semana son de 2000 pocillos en la semana,1
descripcion_negocio,"Somos una empresa de soluciones audiovisuales y de marketing digital para pequeñas empresas y negocios, especializados en capacitacitar a personas adultas sin conocimiento tecnológico para que puedan manejar sus negocios en la era digital",1
descripcion_negocio,Tengo el transporte de leche y mercadeo desde el 2012. Tengo dos tanques lecheros y transporto leche cruda que se compra en fincas y se lleva para tanques de enfriamiento o lechería.,1
descripcion_negocio,Almuerzo desayunos y cenas,1
descripcion_negocio,Inicie mi negocio en 2021 y quiero avanzar a otro nivel q es mejorar la calidad de mis productos y herramientas para brindar unas mejor calidad a los clientes,1
descripcion_negocio,"Inicie mi negocio con un portátil año 2011 con servicios de diseño web, hoy en día ofrezco además de mis servicios de diseño gráfico, impresión y papelería comercial, sublimacion, Potter entre otros",1
descripcion_negocio,Inicie mi negocio el 25 de nobiembre  del 2020 en baia solano choco es asadero y restaurante,1
descripcion_negocio,Inicie mi negocio cuando mi papá falleció eso hace dies años pero en total el negocio lleva más de 25añis funcionando.vendo de todo un poquito y de aquí sale sustento para mí hogar,1
descripcion_negocio,"Inicié mi negocio de venta de Bolsos,gafas, relojería, billeteras,correas entre otros productos  en el 2010. Aunque mi tienda es online he crecido mucho  con mi negocio y mis ventas son al por mayor y detal , con clientela en toda Colombia.",1
descripcion_negocio,"Inicie mi negocio desde el 2008 desde el garaje de mi casa servicio de peluquería y belleza, venta de variedades y bisutería, papelería, medicamentos.",1
descripcion_negocio,Tamales tolimenses típicos,1
descripcion_negocio,"GS21 Presta servicios en formulación de proyectos para municipios de 5o y 6o categoría.
cursos y capacitación para mujeres cabeza de hogar en emprendimiento y fortalecimiento familiar.",1
descripcion_negocio,Comidas preparadas a domicilio,1
descripcion_negocio,"Morena nace en junio de 2019, cómo un restaurante encargado de vender comidas corrientes y económico.",1
descripcion_negocio,Inicie bendiendo solo carnes de res pollo cerdo y luego verdura y grano.. Y por. Último miselanea,1
descripcion_negocio,Restauración de muebles para el hogar,1
descripcion_negocio,Nos encargamos de ofrecer a domicilio el servicio de lavado de prendas de vestir,1
descripcion_negocio,"Venta de productos 
Cómo Cemento  minerales puntillas 
Boquillas",1
descripcion_negocio,Asesorías académicas,1
descripcion_negocio,Mi negocio es amplio tiene 4 sillas para trabajar un sillón para la sala de espera con dos butacos un tv una nevera con refrescos y una bitrina con productos para la venta una solla para el maniqure un lava cabezas un mueble con llave,1
descripcion_negocio,Inicie mi negocio  en el 2016 funcionando dentro  de las supertiendas y droguerías olimpica y centros comerciales  como Islas comerciales  comercializando  ricos dulces costeño de la zona norte de Colombia  caribe,1
descripcion_negocio,"Desarrollo de sistema de gestión en seguridad y salud en el trabajo, capacitación actualización entre otros",1
descripcion_negocio,Accesorios textiles y candelabros en bambú,1
descripcion_negocio,Servicio de bordado,1
descripcion_negocio,"Inicio con mi negocio el año 2021 de manera virtual por pandemia, ahora cuento con cliente fijos que me hacen pedidos mensualmente por encargó, suministro productos de aseo para el hogar y empresas, y también productos de cafetería cómo desechables.",1
descripcion_negocio,Mi negocio es un de pocito de cerveza al mayor y al detal las 24 horas también se asen a domicilio de 7 de la mañana a 7 de la noche ser vesa fría,1
descripcion_negocio,Inicié mi negocio en marzo del 2022 vendiendo a la comunidad de mi barrio,1
descripcion_negocio,Escuela de formación deportiva donde enseñamos a nuestros niños la mejor manera de aprender a jugar fútbol,1
descripcion_negocio,Inicié mi negocio en el 2015 con el fin de vender lujos para carros,1
descripcion_negocio,Hola buen día mi negocio lo inicie con una impresora y resmas de papel y me ha ido bn pero quiero seguir creciendo con la ayuda de ustedes gracias,1
descripcion_negocio,Adquirí el negocio en el año 2014 empeze vendiendo solo almuerzos ahora vendo desayunos y comida rápida a domicilio,1
