campo,n_con_texto,mediana_palabras,mediana_tokens,diversidad_lexica,n_comas,n_oraciones,es_placeholder,con_digito,con_correo,con_telefono,con_url,con_arroba,con_salto,con_emoji,todo_mayusculas,con_tilde,proporcion_digitos,proporcion_mayusculas
subcategoria_texto,4201,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
descripcion_negocio,3480,7.0,5.0,0.9829552092609656,0.6896551724137931,1.2166666666666666,0.0005747126436781609,0.11609195402298851,0.0,0.00028735632183908046,0.0,0.0008620689655172414,0.0514367816091954,0.0022988505747126436,0.00603448275862069,0.47758620689655173,0.0041851508768870355,0.04887471351415286
otra_categoria_negocio,1238,3.0,2.0,0.9918793858365511,0.4168012924071082,1.1033925686591277,0.025848142164781908,0.012116316639741519,0.0,0.0,0.0,0.0,0.02988691437802908,0.0,0.007269789983844911,0.4378029079159935,0.0009132031938830543,0.07033419654287489
tipo_credito,4201,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15383333638510976
