n_ambos,similitud_q00,similitud_q10,similitud_q25,similitud_q50,similitud_q75,similitud_q90,similitud_q100
2649,0.0,0.0,0.0029034316058602827,0.016033792038014718,0.0643145396121126,0.21268130403144386,1.0000000000000004
