credito_id_anon,cliente_id_anon,fecha_desembolso,numero_cuota,dias_retraso,fecha_t_pago,fecha_pago,valor_pagado,estatus_credito,ciudad,sexo,tipo_de_negocio,origen,max_dias_retraso,target
06d157848800,3d2152c03f0a,2023-03-31,2,344.0,2023-06-05,,0.0,ACTIVO,LOC_583,1,SEC_67,CANAL_02,375.0,0.0
06d157848800,3d2152c03f0a,2023-03-31,3,314.0,2023-07-05,,0.0,ACTIVO,LOC_583,1,SEC_67,CANAL_02,375.0,0.0
8c05c9bd98ee,69b8aa85cbf3,2023-03-31,1,375.0,2023-05-05,,0.0,ACTIVO,LOC_044,0,SEC_22,CANAL_02,375.0,0.0
8c05c9bd98ee,69b8aa85cbf3,2023-03-31,2,344.0,2023-06-05,,0.0,ACTIVO,LOC_044,0,SEC_22,CANAL_02,375.0,0.0
8c05c9bd98ee,69b8aa85cbf3,2023-03-31,3,314.0,2023-07-05,,0.0,ACTIVO,LOC_044,0,SEC_22,CANAL_02,375.0,0.0
6373dfa97ef0,19a25d321d37,2023-03-31,1,375.0,2023-05-05,,0.0,ACTIVO,LOC_458,0,SEC_49,CANAL_02,375.0,0.0
6373dfa97ef0,19a25d321d37,2023-03-31,2,344.0,2023-06-05,,0.0,ACTIVO,LOC_458,0,SEC_49,CANAL_02,375.0,0.0
6373dfa97ef0,19a25d321d37,2023-03-31,3,314.0,2023-07-05,,0.0,ACTIVO,LOC_458,0,SEC_49,CANAL_02,375.0,0.0
9b7ff503dbce,cd0dafd8f7c5,2023-03-31,1,0.0,2023-05-05,2023-05-05,127600.0,PAGO,LOC_458,0,SEC_65,CANAL_02,33.0,
9b7ff503dbce,cd0dafd8f7c5,2023-03-31,2,2.0,2023-06-05,2023-06-07,109770.0,PAGO,LOC_458,0,SEC_65,CANAL_02,33.0,
9b7ff503dbce,cd0dafd8f7c5,2023-03-31,3,3.0,2023-07-05,2023-07-08,109791.0,PAGO,LOC_458,0,SEC_65,CANAL_02,33.0,
9b7ff503dbce,cd0dafd8f7c5,2023-03-31,4,10.0,2023-08-05,2023-08-15,109770.0,PAGO,LOC_458,0,SEC_65,CANAL_02,33.0,
9b7ff503dbce,cd0dafd8f7c5,2023-03-31,5,33.0,2023-09-05,2023-09-17,50000.0,PAGO,LOC_458,0,SEC_65,CANAL_02,33.0,
6cf3e71e86e0,88c216154c37,2023-03-31,1,10.0,2023-05-05,2023-05-15,99450.0,PAGO,LOC_458,1,SEC_12,CANAL_02,26.0,1.0
6cf3e71e86e0,88c216154c37,2023-03-31,2,26.0,2023-06-05,2023-07-01,88672.0,PAGO,LOC_458,1,SEC_12,CANAL_02,26.0,1.0
6cf3e71e86e0,88c216154c37,2023-03-31,3,5.0,2023-07-05,2023-07-10,89000.0,PAGO,LOC_458,1,SEC_12,CANAL_02,26.0,1.0
41026a2c40da,c23e64ddb402,2023-03-31,1,375.0,2023-05-05,,0.0,ACTIVO,LOC_570,1,SEC_18,CANAL_02,375.0,0.0
41026a2c40da,c23e64ddb402,2023-03-31,2,344.0,2023-06-05,,0.0,ACTIVO,LOC_570,1,SEC_18,CANAL_02,375.0,0.0
41026a2c40da,c23e64ddb402,2023-03-31,3,314.0,2023-07-05,,0.0,ACTIVO,LOC_570,1,SEC_18,CANAL_02,375.0,0.0
41026a2c40da,c23e64ddb402,2023-03-31,4,283.0,2023-08-05,,0.0,ACTIVO,LOC_570,1,SEC_18,CANAL_02,375.0,0.0
41026a2c40da,c23e64ddb402,2023-03-31,5,252.0,2023-09-05,,0.0,ACTIVO,LOC_570,1,SEC_18,CANAL_02,375.0,0.0
ddcd491e67c2,1a4fc8685d65,2023-03-31,1,0.0,2023-05-05,2023-05-05,127700.0,ACTIVO,LOC_583,0,SEC_22,CANAL_02,314.0,0.0
ddcd491e67c2,1a4fc8685d65,2023-03-31,2,2.0,2023-06-05,2023-06-07,109700.0,ACTIVO,LOC_583,0,SEC_22,CANAL_02,314.0,0.0
ddcd491e67c2,1a4fc8685d65,2023-03-31,3,314.0,2023-07-05,,0.0,ACTIVO,LOC_583,0,SEC_22,CANAL_02,314.0,0.0
ddcd491e67c2,1a4fc8685d65,2023-03-31,4,283.0,2023-08-05,,0.0,ACTIVO,LOC_583,0,SEC_22,CANAL_02,314.0,0.0
ddcd491e67c2,1a4fc8685d65,2023-03-31,5,252.0,2023-09-05,,0.0,ACTIVO,LOC_583,0,SEC_22,CANAL_02,314.0,0.0
db1da4b1e7fa,3b40fe399778,2023-04-03,1,1.0,2023-05-05,2023-05-06,100000.0,PAGO,LOC_045,0,SEC_41,CANAL_20,1.0,1.0
db1da4b1e7fa,3b40fe399778,2023-04-03,2,0.0,2023-06-05,2023-06-05,89000.0,PAGO,LOC_045,0,SEC_41,CANAL_20,1.0,1.0
db1da4b1e7fa,3b40fe399778,2023-04-03,3,1.0,2023-07-05,2023-07-06,88764.0,PAGO,LOC_045,0,SEC_41,CANAL_20,1.0,1.0
0269b2953d8d,3c75dbcb9b46,2023-03-31,1,375.0,2023-05-05,,0.0,ACTIVO,LOC_570,1,SEC_72,CANAL_02,375.0,0.0
0269b2953d8d,3c75dbcb9b46,2023-03-31,2,344.0,2023-06-05,,0.0,ACTIVO,LOC_570,1,SEC_72,CANAL_02,375.0,0.0
0269b2953d8d,3c75dbcb9b46,2023-03-31,3,314.0,2023-07-05,,0.0,ACTIVO,LOC_570,1,SEC_72,CANAL_02,375.0,0.0
276e66bdb3a2,6a7ac62e84f1,2023-03-31,1,375.0,2023-05-05,,0.0,ACTIVO,LOC_045,0,SEC_41,CANAL_20,375.0,0.0
276e66bdb3a2,6a7ac62e84f1,2023-03-31,2,344.0,2023-06-05,,0.0,ACTIVO,LOC_045,0,SEC_41,CANAL_20,375.0,0.0
276e66bdb3a2,6a7ac62e84f1,2023-03-31,3,314.0,2023-07-05,,0.0,ACTIVO,LOC_045,0,SEC_41,CANAL_20,375.0,0.0
a849d3ee6c31,1a7f09b9a75e,2023-03-31,1,1.0,2023-05-05,2023-05-06,127621.0,PAGO,LOC_045,0,SEC_05,CANAL_02,1.0,1.0
a849d3ee6c31,1a7f09b9a75e,2023-03-31,2,0.0,2023-06-05,2023-06-03,109800.0,PAGO,LOC_045,0,SEC_05,CANAL_02,1.0,1.0
a849d3ee6c31,1a7f09b9a75e,2023-03-31,3,0.0,2023-07-05,2023-07-05,109800.0,PAGO,LOC_045,0,SEC_05,CANAL_02,1.0,1.0
a849d3ee6c31,1a7f09b9a75e,2023-03-31,4,0.0,2023-08-05,2023-08-05,109800.0,PAGO,LOC_045,0,SEC_05,CANAL_02,1.0,1.0
a849d3ee6c31,1a7f09b9a75e,2023-03-31,5,0.0,2023-09-05,2023-09-04,109681.0,PAGO,LOC_045,0,SEC_05,CANAL_02,1.0,1.0
790683bf490f,df52901f17d1,2023-04-20,1,0.0,2023-06-05,2023-06-05,99500.0,PAGO,LOC_039,1,SEC_44,CANAL_02,47.0,
790683bf490f,df52901f17d1,2023-04-20,2,10.0,2023-07-05,2023-07-15,88921.0,PAGO,LOC_039,1,SEC_44,CANAL_02,47.0,
790683bf490f,df52901f17d1,2023-04-20,3,47.0,2023-08-05,2023-09-21,88681.0,PAGO,LOC_039,1,SEC_44,CANAL_02,47.0,
deef03c45aff,9f3682b83444,2023-03-31,1,0.0,2023-05-05,2023-04-25,130000.0,PAGO,LOC_458,0,SEC_28,CANAL_02,0.0,1.0
deef03c45aff,9f3682b83444,2023-03-31,2,0.0,2023-06-05,2023-06-05,109770.0,PAGO,LOC_458,0,SEC_28,CANAL_02,0.0,1.0
deef03c45aff,9f3682b83444,2023-03-31,3,0.0,2023-07-05,2023-07-02,107390.0,PAGO,LOC_458,0,SEC_28,CANAL_02,0.0,1.0
deef03c45aff,9f3682b83444,2023-03-31,4,0.0,2023-08-05,2023-08-01,109771.0,PAGO,LOC_458,0,SEC_28,CANAL_02,0.0,1.0
deef03c45aff,9f3682b83444,2023-03-31,5,0.0,2023-09-05,2023-09-05,109770.0,PAGO,LOC_458,0,SEC_28,CANAL_02,0.0,1.0
7ce98f4d2e9a,2c372e338f18,2023-03-31,1,0.0,2023-05-05,2023-05-03,100000.0,PAGO,LOC_218,0,SEC_63,CANAL_02,0.0,1.0
7ce98f4d2e9a,2c372e338f18,2023-03-31,2,0.0,2023-06-05,2023-06-03,88200.0,PAGO,LOC_218,0,SEC_63,CANAL_02,0.0,1.0
7ce98f4d2e9a,2c372e338f18,2023-03-31,3,0.0,2023-07-05,2023-06-16,88700.0,PAGO,LOC_218,0,SEC_63,CANAL_02,0.0,1.0
389c130eb5a5,a3b440d3d919,2023-03-31,1,0.0,2023-05-05,2023-05-04,99500.0,PAGO,LOC_458,1,SEC_06,CANAL_02,0.0,1.0
389c130eb5a5,a3b440d3d919,2023-03-31,2,0.0,2023-06-05,2023-06-02,89000.0,PAGO,LOC_458,1,SEC_06,CANAL_02,0.0,1.0
389c130eb5a5,a3b440d3d919,2023-03-31,3,0.0,2023-07-05,2023-07-04,88500.0,PAGO,LOC_458,1,SEC_06,CANAL_02,0.0,1.0
9c4be286737e,0e93625fa639,2023-03-31,1,375.0,2023-05-05,,0.0,ACTIVO,LOC_218,1,SEC_24,CANAL_02,375.0,0.0
9c4be286737e,0e93625fa639,2023-03-31,2,344.0,2023-06-05,,0.0,ACTIVO,LOC_218,1,SEC_24,CANAL_02,375.0,0.0
9c4be286737e,0e93625fa639,2023-03-31,3,314.0,2023-07-05,,0.0,ACTIVO,LOC_218,1,SEC_24,CANAL_02,375.0,0.0
9c4be286737e,0e93625fa639,2023-03-31,4,283.0,2023-08-05,,0.0,ACTIVO,LOC_218,1,SEC_24,CANAL_02,375.0,0.0
9c4be286737e,0e93625fa639,2023-03-31,5,252.0,2023-09-05,,0.0,ACTIVO,LOC_218,1,SEC_24,CANAL_02,375.0,0.0
efd9bbb5b492,37e8bdb0835e,2023-03-31,1,375.0,2023-05-05,,0.0,ACTIVO,LOC_458,0,SEC_27,CANAL_02,375.0,0.0
efd9bbb5b492,37e8bdb0835e,2023-03-31,2,344.0,2023-06-05,,0.0,ACTIVO,LOC_458,0,SEC_27,CANAL_02,375.0,0.0
efd9bbb5b492,37e8bdb0835e,2023-03-31,3,314.0,2023-07-05,,0.0,ACTIVO,LOC_458,0,SEC_27,CANAL_02,375.0,0.0
efd9bbb5b492,37e8bdb0835e,2023-03-31,4,283.0,2023-08-05,,0.0,ACTIVO,LOC_458,0,SEC_27,CANAL_02,375.0,0.0
efd9bbb5b492,37e8bdb0835e,2023-03-31,5,252.0,2023-09-05,,0.0,ACTIVO,LOC_458,0,SEC_27,CANAL_02,375.0,0.0
dc7f626261dc,481249ebf67a,2023-03-31,1,1.0,2023-05-05,2023-05-06,127700.0,PAGO,LOC_267,1,SEC_35,CANAL_02,5.0,1.0
dc7f626261dc,481249ebf67a,2023-03-31,2,0.0,2023-06-05,2023-06-05,110000.0,PAGO,LOC_267,1,SEC_35,CANAL_02,5.0,1.0
dc7f626261dc,481249ebf67a,2023-03-31,3,5.0,2023-07-05,2023-07-10,110000.0,PAGO,LOC_267,1,SEC_35,CANAL_02,5.0,1.0
dc7f626261dc,481249ebf67a,2023-03-31,4,3.0,2023-08-05,2023-08-08,110000.0,PAGO,LOC_267,1,SEC_35,CANAL_02,5.0,1.0
dc7f626261dc,481249ebf67a,2023-03-31,5,0.0,2023-09-05,2023-08-14,109000.0,PAGO,LOC_267,1,SEC_35,CANAL_02,5.0,1.0
1bcf2c080693,070745388f85,2023-03-31,1,375.0,2023-05-05,,0.0,ACTIVO,LOC_458,1,SEC_05,CANAL_02,375.0,0.0
1bcf2c080693,070745388f85,2023-03-31,2,344.0,2023-06-05,,0.0,ACTIVO,LOC_458,1,SEC_05,CANAL_02,375.0,0.0
1bcf2c080693,070745388f85,2023-03-31,3,314.0,2023-07-05,,0.0,ACTIVO,LOC_458,1,SEC_05,CANAL_02,375.0,0.0
daf64099d5e6,5a9f050e631e,2023-03-31,1,0.0,2023-05-05,2023-05-05,128000.0,PAGO,LOC_458,0,SEC_06,CANAL_02,0.0,1.0
daf64099d5e6,5a9f050e631e,2023-03-31,2,0.0,2023-06-05,2023-06-05,109400.0,PAGO,LOC_458,0,SEC_06,CANAL_02,0.0,1.0
daf64099d5e6,5a9f050e631e,2023-03-31,3,0.0,2023-07-05,2023-07-04,109761.0,PAGO,LOC_458,0,SEC_06,CANAL_02,0.0,1.0
daf64099d5e6,5a9f050e631e,2023-03-31,4,0.0,2023-08-05,2023-07-30,219550.0,PAGO,LOC_458,0,SEC_06,CANAL_02,0.0,1.0
daf64099d5e6,5a9f050e631e,2023-03-31,5,0.0,2023-09-05,,0.0,PAGO,LOC_458,0,SEC_06,CANAL_02,0.0,1.0
fc011691a5b1,13ff4e420c2f,2023-03-31,1,0.0,2023-05-05,2023-05-05,128000.0,ACTIVO,LOC_627,0,SEC_09,CANAL_02,344.0,0.0
fc011691a5b1,13ff4e420c2f,2023-03-31,2,344.0,2023-06-05,,0.0,ACTIVO,LOC_627,0,SEC_09,CANAL_02,344.0,0.0
fc011691a5b1,13ff4e420c2f,2023-03-31,3,314.0,2023-07-05,,0.0,ACTIVO,LOC_627,0,SEC_09,CANAL_02,344.0,0.0
fc011691a5b1,13ff4e420c2f,2023-03-31,4,283.0,2023-08-05,,0.0,ACTIVO,LOC_627,0,SEC_09,CANAL_02,344.0,0.0
fc011691a5b1,13ff4e420c2f,2023-03-31,5,252.0,2023-09-05,,0.0,ACTIVO,LOC_627,0,SEC_09,CANAL_02,344.0,0.0
aded8e63158d,72a3f6b4de8e,2023-03-31,1,375.0,2023-05-05,,0.0,ACTIVO,LOC_458,1,SEC_65,CANAL_02,375.0,0.0
aded8e63158d,72a3f6b4de8e,2023-03-31,2,344.0,2023-06-05,,0.0,ACTIVO,LOC_458,1,SEC_65,CANAL_02,375.0,0.0
aded8e63158d,72a3f6b4de8e,2023-03-31,3,314.0,2023-07-05,,0.0,ACTIVO,LOC_458,1,SEC_65,CANAL_02,375.0,0.0
aded8e63158d,72a3f6b4de8e,2023-03-31,4,283.0,2023-08-05,,0.0,ACTIVO,LOC_458,1,SEC_65,CANAL_02,375.0,0.0
aded8e63158d,72a3f6b4de8e,2023-03-31,5,252.0,2023-09-05,,0.0,ACTIVO,LOC_458,1,SEC_65,CANAL_02,375.0,0.0
4d60401e2805,65a1adf335aa,2023-03-31,1,375.0,2023-05-05,,0.0,ACTIVO,LOC_570,1,SEC_38,CANAL_02,375.0,0.0
4d60401e2805,65a1adf335aa,2023-03-31,2,344.0,2023-06-05,,0.0,ACTIVO,LOC_570,1,SEC_38,CANAL_02,375.0,0.0
4d60401e2805,65a1adf335aa,2023-03-31,3,314.0,2023-07-05,,0.0,ACTIVO,LOC_570,1,SEC_38,CANAL_02,375.0,0.0
4712c8937b21,90e2100f2110,2023-03-31,1,0.0,2023-05-05,2023-05-05,99415.0,ACTIVO,LOC_330,1,SEC_06,CANAL_20,344.0,0.0
4712c8937b21,90e2100f2110,2023-03-31,2,344.0,2023-06-05,,0.0,ACTIVO,LOC_330,1,SEC_06,CANAL_20,344.0,0.0
4712c8937b21,90e2100f2110,2023-03-31,3,314.0,2023-07-05,,0.0,ACTIVO,LOC_330,1,SEC_06,CANAL_20,344.0,0.0
05640775082a,be78ecbd68e6,2023-03-31,1,3.0,2023-05-05,2023-05-08,128000.0,PAGO,LOC_595,1,SEC_45,CANAL_02,3.0,1.0
05640775082a,be78ecbd68e6,2023-03-31,2,0.0,2023-06-05,2023-06-05,110000.0,PAGO,LOC_595,1,SEC_45,CANAL_02,3.0,1.0
05640775082a,be78ecbd68e6,2023-03-31,3,0.0,2023-07-05,2023-07-05,110000.0,PAGO,LOC_595,1,SEC_45,CANAL_02,3.0,1.0
05640775082a,be78ecbd68e6,2023-03-31,4,0.0,2023-08-05,2023-08-04,109000.0,PAGO,LOC_595,1,SEC_45,CANAL_02,3.0,1.0
05640775082a,be78ecbd68e6,2023-03-31,5,0.0,2023-09-05,2023-08-31,110000.0,PAGO,LOC_595,1,SEC_45,CANAL_02,3.0,1.0
6e36cc36aad5,59f22765aa84,2023-03-31,1,0.0,2023-05-05,2023-05-05,127621.0,PAGO,LOC_458,0,SEC_64,CANAL_02,0.0,1.0
6e36cc36aad5,59f22765aa84,2023-03-31,2,0.0,2023-06-05,2023-06-05,109770.0,PAGO,LOC_458,0,SEC_64,CANAL_02,0.0,1.0
6e36cc36aad5,59f22765aa84,2023-03-31,3,0.0,2023-07-05,2023-07-05,109771.0,PAGO,LOC_458,0,SEC_64,CANAL_02,0.0,1.0
6e36cc36aad5,59f22765aa84,2023-03-31,4,0.0,2023-08-05,2023-08-05,109769.0,PAGO,LOC_458,0,SEC_64,CANAL_02,0.0,1.0
6e36cc36aad5,59f22765aa84,2023-03-31,5,0.0,2023-09-05,2023-09-04,109771.0,PAGO,LOC_458,0,SEC_64,CANAL_02,0.0,1.0
cb186feb6970,baa72ebdf256,2023-03-31,1,15.0,2023-05-05,2023-05-20,120000.0,PAGO,LOC_218,0,SEC_72,CANAL_06,15.0,1.0
cb186feb6970,baa72ebdf256,2023-03-31,2,15.0,2023-06-05,2023-06-20,110000.0,PAGO,LOC_218,0,SEC_72,CANAL_06,15.0,1.0
cb186feb6970,baa72ebdf256,2023-03-31,3,0.0,2023-07-05,2023-07-05,107500.0,PAGO,LOC_218,0,SEC_72,CANAL_06,15.0,1.0
a5d80b8a4ed8,7c1feeaa5b62,2023-03-31,1,375.0,2023-05-05,,0.0,ACTIVO,LOC_095,1,SEC_06,CANAL_20,375.0,0.0
a5d80b8a4ed8,7c1feeaa5b62,2023-03-31,2,344.0,2023-06-05,,0.0,ACTIVO,LOC_095,1,SEC_06,CANAL_20,375.0,0.0
a5d80b8a4ed8,7c1feeaa5b62,2023-03-31,3,314.0,2023-07-05,,0.0,ACTIVO,LOC_095,1,SEC_06,CANAL_20,375.0,0.0
cc5177a9cce6,0d6330f1c942,2023-04-03,1,0.0,2023-05-05,2023-05-05,99415.0,PAGO,LOC_595,1,SEC_22,CANAL_02,19.0,1.0
cc5177a9cce6,0d6330f1c942,2023-04-03,2,19.0,2023-06-05,2023-06-24,88707.0,PAGO,LOC_595,1,SEC_22,CANAL_02,19.0,1.0
cc5177a9cce6,0d6330f1c942,2023-04-03,3,0.0,2023-07-05,2023-06-30,88705.0,PAGO,LOC_595,1,SEC_22,CANAL_02,19.0,1.0
dcd2d0991911,d5c369e47961,2023-04-03,1,375.0,2023-05-05,,0.0,ACTIVO,LOC_627,0,SEC_63,CANAL_06,375.0,0.0
dcd2d0991911,d5c369e47961,2023-04-03,2,344.0,2023-06-05,,0.0,ACTIVO,LOC_627,0,SEC_63,CANAL_06,375.0,0.0
dcd2d0991911,d5c369e47961,2023-04-03,3,314.0,2023-07-05,,0.0,ACTIVO,LOC_627,0,SEC_63,CANAL_06,375.0,0.0
560348bcfc7f,495179c875e4,2023-04-03,1,0.0,2023-05-05,2023-05-04,128000.0,PAGO,LOC_083,0,SEC_64,CANAL_02,0.0,1.0
560348bcfc7f,495179c875e4,2023-04-03,2,0.0,2023-06-05,2023-05-31,109400.0,PAGO,LOC_083,0,SEC_64,CANAL_02,0.0,1.0
560348bcfc7f,495179c875e4,2023-04-03,3,0.0,2023-07-05,2023-06-29,109760.0,PAGO,LOC_083,0,SEC_64,CANAL_02,0.0,1.0
560348bcfc7f,495179c875e4,2023-04-03,4,0.0,2023-08-05,2023-08-03,110000.0,PAGO,LOC_083,0,SEC_64,CANAL_02,0.0,1.0
560348bcfc7f,495179c875e4,2023-04-03,5,0.0,2023-09-05,2023-08-08,110000.0,PAGO,LOC_083,0,SEC_64,CANAL_02,0.0,1.0
c1f56de71cb7,8c0527b0016f,2023-04-03,1,0.0,2023-05-05,2023-05-04,276826.0,PAGO,LOC_458,1,SEC_28,CANAL_02,0.0,1.0
c1f56de71cb7,8c0527b0016f,2023-04-03,2,0.0,2023-06-05,,0.0,PAGO,LOC_458,1,SEC_28,CANAL_02,0.0,1.0
c1f56de71cb7,8c0527b0016f,2023-04-03,3,0.0,2023-07-05,,,PAGO,LOC_458,1,SEC_28,CANAL_02,0.0,1.0
159169d590ba,bb9ffbe273f9,2023-04-03,1,0.0,2023-05-05,2023-05-02,127619.0,PAGO,LOC_570,1,SEC_28,CANAL_02,0.0,1.0
159169d590ba,bb9ffbe273f9,2023-04-03,2,0.0,2023-06-05,2023-06-01,109800.0,PAGO,LOC_570,1,SEC_28,CANAL_02,0.0,1.0
159169d590ba,bb9ffbe273f9,2023-04-03,3,0.0,2023-07-05,2023-07-05,109750.0,PAGO,LOC_570,1,SEC_28,CANAL_02,0.0,1.0
159169d590ba,bb9ffbe273f9,2023-04-03,4,0.0,2023-08-05,2023-08-02,109800.0,PAGO,LOC_570,1,SEC_28,CANAL_02,0.0,1.0
159169d590ba,bb9ffbe273f9,2023-04-03,5,0.0,2023-09-05,2023-09-05,109800.0,PAGO,LOC_570,1,SEC_28,CANAL_02,0.0,1.0
7128a2ce9e0b,a6e87d95f3c1,2023-04-03,1,0.0,2023-05-05,2023-05-05,130000.0,PAGO,LOC_458,1,SEC_16,CANAL_02,7.0,1.0
7128a2ce9e0b,a6e87d95f3c1,2023-04-03,2,0.0,2023-06-05,2023-06-05,107500.0,PAGO,LOC_458,1,SEC_16,CANAL_02,7.0,1.0
7128a2ce9e0b,a6e87d95f3c1,2023-04-03,3,0.0,2023-07-05,2023-07-05,110000.0,PAGO,LOC_458,1,SEC_16,CANAL_02,7.0,1.0
7128a2ce9e0b,a6e87d95f3c1,2023-04-03,4,7.0,2023-08-05,2023-08-12,109900.0,PAGO,LOC_458,1,SEC_16,CANAL_02,7.0,1.0
7128a2ce9e0b,a6e87d95f3c1,2023-04-03,5,6.0,2023-09-05,2023-09-11,109780.0,PAGO,LOC_458,1,SEC_16,CANAL_02,7.0,1.0
6a0e0c4a7173,5aceef2b64b9,2023-04-03,1,0.0,2023-05-05,2023-05-03,127619.0,PAGO,LOC_296,1,SEC_29,CANAL_02,0.0,1.0
6a0e0c4a7173,5aceef2b64b9,2023-04-03,2,0.0,2023-06-05,2023-06-02,109773.0,PAGO,LOC_296,1,SEC_29,CANAL_02,0.0,1.0
6a0e0c4a7173,5aceef2b64b9,2023-04-03,3,0.0,2023-07-05,2023-06-27,109769.0,PAGO,LOC_296,1,SEC_29,CANAL_02,0.0,1.0
6a0e0c4a7173,5aceef2b64b9,2023-04-03,4,0.0,2023-08-05,2023-07-26,109771.0,PAGO,LOC_296,1,SEC_29,CANAL_02,0.0,1.0
6a0e0c4a7173,5aceef2b64b9,2023-04-03,5,0.0,2023-09-05,2023-08-29,109771.0,PAGO,LOC_296,1,SEC_29,CANAL_02,0.0,1.0
31166053b0ec,af32b218a728,2023-04-03,1,11.0,2023-05-05,2023-05-16,127650.0,PAGO,LOC_364,0,SEC_28,CANAL_06,11.0,1.0
31166053b0ec,af32b218a728,2023-04-03,2,3.0,2023-06-05,2023-06-08,110000.0,PAGO,LOC_364,0,SEC_28,CANAL_06,11.0,1.0
31166053b0ec,af32b218a728,2023-04-03,3,0.0,2023-07-05,2023-07-05,110000.0,PAGO,LOC_364,0,SEC_28,CANAL_06,11.0,1.0
31166053b0ec,af32b218a728,2023-04-03,4,4.0,2023-08-05,2023-08-09,109281.0,PAGO,LOC_364,0,SEC_28,CANAL_06,11.0,1.0
31166053b0ec,af32b218a728,2023-04-03,5,2.0,2023-09-05,2023-09-07,110000.0,PAGO,LOC_364,0,SEC_28,CANAL_06,11.0,1.0
5ad6b9977431,10ecd57fc0d5,2023-04-03,1,0.0,2023-05-05,2023-05-01,100000.0,PAGO,LOC_045,0,SEC_65,CANAL_02,0.0,1.0
5ad6b9977431,10ecd57fc0d5,2023-04-03,2,0.0,2023-06-05,2023-06-05,88200.0,PAGO,LOC_045,0,SEC_65,CANAL_02,0.0,1.0
5ad6b9977431,10ecd57fc0d5,2023-04-03,3,0.0,2023-07-05,2023-07-04,89000.0,PAGO,LOC_045,0,SEC_65,CANAL_02,0.0,1.0
179a73407838,4eea811ba944,2023-04-03,1,15.0,2023-05-05,2023-05-20,128000.0,PAGO,LOC_458,1,SEC_15,CANAL_02,31.0,
179a73407838,4eea811ba944,2023-04-03,2,15.0,2023-06-05,2023-06-20,112000.0,PAGO,LOC_458,1,SEC_15,CANAL_02,31.0,
179a73407838,4eea811ba944,2023-04-03,3,14.0,2023-07-05,2023-07-19,108000.0,PAGO,LOC_458,1,SEC_15,CANAL_02,31.0,
179a73407838,4eea811ba944,2023-04-03,4,17.0,2023-08-05,2023-08-22,109000.0,PAGO,LOC_458,1,SEC_15,CANAL_02,31.0,
179a73407838,4eea811ba944,2023-04-03,5,31.0,2023-09-05,2023-10-06,117000.0,PAGO,LOC_458,1,SEC_15,CANAL_02,31.0,
ba1c7ad8ffcb,a2b38927fbef,2023-04-03,1,375.0,2023-05-05,,0.0,ACTIVO,LOC_458,1,SEC_13,CANAL_02,375.0,0.0
ba1c7ad8ffcb,a2b38927fbef,2023-04-03,2,344.0,2023-06-05,,0.0,ACTIVO,LOC_458,1,SEC_13,CANAL_02,375.0,0.0
ba1c7ad8ffcb,a2b38927fbef,2023-04-03,3,314.0,2023-07-05,,0.0,ACTIVO,LOC_458,1,SEC_13,CANAL_02,375.0,0.0
ba1c7ad8ffcb,a2b38927fbef,2023-04-03,4,283.0,2023-08-05,,0.0,ACTIVO,LOC_458,1,SEC_13,CANAL_02,375.0,0.0
ba1c7ad8ffcb,a2b38927fbef,2023-04-03,5,252.0,2023-09-05,,0.0,ACTIVO,LOC_458,1,SEC_13,CANAL_02,375.0,0.0
14fa620c2a51,7f5695058cd6,2023-04-03,1,0.0,2023-05-05,2023-05-03,127700.0,PAGO,LOC_458,0,SEC_05,CANAL_02,4.0,1.0
14fa620c2a51,7f5695058cd6,2023-04-03,2,0.0,2023-06-05,2023-06-05,109700.0,PAGO,LOC_458,0,SEC_05,CANAL_02,4.0,1.0
14fa620c2a51,7f5695058cd6,2023-04-03,3,0.0,2023-07-05,2023-07-05,109800.0,PAGO,LOC_458,0,SEC_05,CANAL_02,4.0,1.0
14fa620c2a51,7f5695058cd6,2023-04-03,4,4.0,2023-08-05,2023-08-09,109800.0,PAGO,LOC_458,0,SEC_05,CANAL_02,4.0,1.0
14fa620c2a51,7f5695058cd6,2023-04-03,5,0.0,2023-09-05,2023-09-05,109800.0,PAGO,LOC_458,0,SEC_05,CANAL_02,4.0,1.0
7a3ca60893ff,89d08b0bfcda,2023-04-03,1,0.0,2023-05-05,2023-05-05,127700.0,PAGO,LOC_433,1,SEC_24,CANAL_02,4.0,1.0
7a3ca60893ff,89d08b0bfcda,2023-04-03,2,0.0,2023-06-05,2023-06-02,110000.0,PAGO,LOC_433,1,SEC_24,CANAL_02,4.0,1.0
7a3ca60893ff,89d08b0bfcda,2023-04-03,3,0.0,2023-07-05,2023-07-04,109500.0,PAGO,LOC_433,1,SEC_24,CANAL_02,4.0,1.0
7a3ca60893ff,89d08b0bfcda,2023-04-03,4,4.0,2023-08-05,2023-08-09,110000.0,PAGO,LOC_433,1,SEC_24,CANAL_02,4.0,1.0
7a3ca60893ff,89d08b0bfcda,2023-04-03,5,0.0,2023-09-05,2023-09-02,110000.0,PAGO,LOC_433,1,SEC_24,CANAL_02,4.0,1.0
0188bb8ebdce,c981b633499a,2023-04-03,1,1.0,2023-05-05,2023-05-06,117156.0,PAGO,LOC_045,0,SEC_55,CANAL_06,1.0,1.0
0188bb8ebdce,c981b633499a,2023-04-03,2,0.0,2023-06-05,2023-06-05,106446.0,PAGO,LOC_045,0,SEC_55,CANAL_06,1.0,1.0
