credito_id_anon,max_dias_retraso,target
3da3fdd3c52c,480.0,0.0
3dbf05211dae,1.0,1.0
3dc3d7fd02a4,0.0,1.0
3dc64fa044a5,19.0,1.0
3dc65972e2c7,344.0,0.0
3dc87c8452e8,0.0,1.0
3dec1f902a14,541.0,0.0
3df3ac2fccdf,91.0,0.0
3e00307dd23d,39.0,
3e012a91da32,329.0,0.0
3e0bc90933c6,0.0,1.0
3e0d2437b7a2,84.0,0.0
3e0e0016458d,39.0,
3e17aef084e6,572.0,0.0
3e18b852297a,49.0,
3e18cfd4cbfe,22.0,1.0
3e1b07471bde,0.0,1.0
3e1e71eaf5b8,22.0,1.0
3e291d9f7038,0.0,1.0
3e29858d0185,0.0,1.0
3e32ccfce5f1,480.0,0.0
3e50f8a36f05,1.0,1.0
3e5dae8f95d1,1.0,1.0
3e69235af6dc,146.0,0.0
3e6b82e1c6b8,0.0,1.0
3e6ba549c490,592.0,0.0
3e8102fbe30c,344.0,0.0
3e8eb36e8259,360.0,0.0
3e8f49e81866,6.0,1.0
3e9392293a60,638.0,0.0
3e93c05be2ec,0.0,1.0
3e9528fcfe04,55.0,
3e95defe9a52,1.0,1.0
3e9c68ca2e18,390.0,0.0
3e9f82631735,360.0,0.0
3ea43c247bbe,556.0,0.0
3eb73037dd1e,70.0,0.0
3ebb95db6fe4,237.0,0.0
3ec68a4090f6,191.0,0.0
3ec97c9d75c4,22.0,1.0
3ec9c83e55a2,65.0,0.0
3ed7a99ff922,24.0,1.0
3ede64733a22,130.0,0.0
3ee3381493e7,24.0,1.0
3eee56103a95,9.0,1.0
3ef266a967a2,99.0,0.0
3ef3cdf23e18,495.0,0.0
3ef44d09f166,360.0,0.0
3ef496fc29ff,46.0,
3ef87f0645d8,390.0,0.0
3efb036049e6,130.0,0.0
3eff33a5a0fd,480.0,0.0
3f00ab456479,0.0,1.0
3f047353c475,592.0,0.0
3f0623b17765,0.0,1.0
3f091e701a2d,784.0,0.0
3f09a6f27202,436.0,0.0
3f0cbe49a675,3.0,1.0
3f0ce8d29dec,572.0,0.0
3f0e4082bd05,375.0,0.0
3f1c4ef8d4c1,638.0,0.0
3f1d99be7ded,55.0,
3f21f4d0d465,176.0,0.0
3f26380b040a,3.0,1.0
3f2d32d91ee8,3.0,1.0
3f391c846cef,526.0,0.0
3f3a65e3c037,556.0,0.0
3f3ea0d9465e,8.0,1.0
3f3fcc1a75e1,283.0,0.0
3f41497add9f,1.0,1.0
3f4e883f3972,24.0,1.0
3f54a0e27f19,11.0,1.0
3f55c1e59ead,344.0,0.0
3f5b3936a7de,0.0,1.0
3f66861536c3,5.0,1.0
3f72fb50a327,24.0,1.0
3f81acf4a391,464.0,0.0
3f82b59b35b3,344.0,0.0
3f880474bb69,10.0,1.0
3f88e363e91e,1.0,1.0
3f8d0a3f646b,27.0,1.0
3f8e727b06a8,0.0,1.0
3f95612317e4,20.0,1.0
3f9af989ebff,2.0,1.0
3f9e9717d2ea,501.0,0.0
3fa2bfa9a0ae,511.0,0.0
3fa3792fe9dc,18.0,1.0
3fa39a07b4ed,12.0,1.0
3fb0438eb0ca,0.0,1.0
3fb1e8249600,191.0,0.0
3fb7f3c950c9,28.0,1.0
3fbf40128590,55.0,
3fc3c10fdbf6,99.0,0.0
3fc751ce292b,638.0,0.0
3fcfd7e5466b,130.0,0.0
3fd5e047f272,115.0,0.0
3fd831d89efe,0.0,1.0
3fd9cde50ce9,592.0,0.0
3fdb2701f481,2.0,1.0
3fdfb938cd3d,449.0,0.0
3feca4e2b683,421.0,0.0
3ff3d34d5b8d,24.0,1.0
4003ae4091c7,374.0,0.0
4006e7c636b8,526.0,0.0
400d5d12e8d3,421.0,0.0
400e8a50ad9c,9.0,1.0
400fcc8a27a2,27.0,1.0
40111441c78a,209.0,0.0
40172bbbe47a,0.0,1.0
401a783ae993,9.0,1.0
40321c7eb794,1.0,1.0
4035218a2099,9.0,1.0
40376a5fcf39,0.0,1.0
403a0aa62574,0.0,1.0
4040f8701f6c,9.0,1.0
4046d4363293,9.0,1.0
4049d8a8baef,495.0,0.0
404a0641ef80,253.0,0.0
4050ada512d6,161.0,0.0
40542dfc1fac,480.0,0.0
40547b94cf68,222.0,0.0
405538fd26c1,390.0,0.0
4068307f9b16,99.0,0.0
4071a5bbba7f,0.0,1.0
4079a0c6e653,6.0,1.0
407ddf7fe7d8,699.0,0.0
408c0e8f11f9,5.0,1.0
408f1d1f6d7f,28.0,1.0
4099329843d2,146.0,0.0
40a1241487e1,12.0,1.0
40a12596256d,526.0,0.0
40af9f0892d6,684.0,0.0
40b96d209285,15.0,1.0
40bd53cbc870,31.0,
40bdd89360c3,0.0,1.0
40c0581dcc54,82.0,0.0
40c080d923c3,146.0,0.0
40c216cb7990,0.0,1.0
40d455aaaeff,329.0,0.0
40db087da767,299.0,0.0
40dbc2782863,222.0,0.0
40dd504775a4,6.0,1.0
40f1bad9cc6c,449.0,0.0
40f9981a99e7,252.0,0.0
41017a049677,375.0,0.0
41026a2c40da,375.0,0.0
4103a8bc7d19,39.0,
410fdea2df34,13.0,1.0
4117672646dc,16.0,1.0
4118035eddc2,556.0,0.0
411cd56d6a38,299.0,0.0
4120fcd35e2f,1.0,1.0
41248c503fe4,43.0,
4129d898da9d,90.0,0.0
412b2723e349,283.0,0.0
41305fdccec3,84.0,0.0
413640a2e747,329.0,0.0
4136d52865d2,4.0,1.0
4139ebb30a84,0.0,1.0
413bbba919f4,41.0,
4147c5dde26a,464.0,0.0
4154ce32bd2a,405.0,0.0
415f753595e5,1.0,1.0
41622180cffa,0.0,1.0
4172c5648e24,0.0,1.0
4191fb2e8b56,375.0,0.0
4192aab2a407,405.0,0.0
4192bb5982f0,541.0,0.0
4192e69320a1,84.0,0.0
41a9691c1d55,24.0,1.0
41bcf6be8bc6,329.0,0.0
41bd60c3eb0f,0.0,1.0
41d00945febd,1.0,1.0
41d616981c70,541.0,0.0
41e38d1e18a9,24.0,1.0
41e435d99d2e,176.0,0.0
41f648bc39c4,2.0,1.0
42041de5bb8c,0.0,1.0
42087d4d1d5f,7.0,1.0
421485e7352d,0.0,1.0
4216792409f2,10.0,1.0
421ef115dea3,714.0,0.0
421f32ffa989,556.0,0.0
42243cb37c6c,84.0,0.0
4227420e8e2e,0.0,1.0
422bbbd94e03,0.0,1.0
422f7e13c231,10.0,1.0
42360db100f8,42.0,
423cc1830326,344.0,0.0
423f01d84e07,0.0,1.0
42407f45a81f,24.0,1.0
424a6dce1092,2.0,1.0
424bf62a3e50,0.0,1.0
424fe37f2242,526.0,0.0
4257462fc059,541.0,0.0
425b7d4ad506,7.0,1.0
425db9e32fdb,814.0,0.0
426874ff65f4,526.0,0.0
42713c802f4e,1.0,1.0
42838e61bb7a,115.0,0.0
428ef1ce2df8,329.0,0.0
4292313a151e,9.0,1.0
4297bff853fa,607.0,0.0
4298f945a047,0.0,1.0
429f2d1cffa3,480.0,0.0
42a1afc16afc,222.0,0.0
42a70d23c4b2,329.0,0.0
42b37008433d,299.0,0.0
42c5c9f05979,344.0,0.0
42ca07e1e4c7,314.0,0.0
42d25c2e9498,0.0,1.0
42d57c339547,115.0,0.0
42da0a4bb813,3.0,1.0
42dfa5e94661,572.0,0.0
42ebd5b800b4,0.0,1.0
42f783076740,8.0,1.0
42fed53b7837,623.0,0.0
4313a5fb844c,18.0,1.0
4319552b7723,90.0,0.0
431a8723e15b,99.0,0.0
4321065432ec,0.0,1.0
432320c864aa,314.0,0.0
4325b766a942,3.0,1.0
432c34d06ff1,70.0,0.0
4333348f85c7,2.0,1.0
433b243858a0,41.0,
433e90402b4b,64.0,0.0
4341fdc40ca1,0.0,1.0
434577079642,130.0,0.0
434b400a66c4,0.0,1.0
435d5e6ceccd,1.0,1.0
436902d73578,449.0,0.0
436a50410076,11.0,1.0
436b8d295f14,1.0,1.0
436ccd1abdde,314.0,0.0
43708ff61690,5.0,1.0
437321cae3c9,480.0,0.0
4377d4250802,480.0,0.0
437da4ea5b07,449.0,0.0
43800476d6dc,8.0,1.0
438065fa670d,70.0,0.0
43816b455a76,1.0,1.0
4386ab3b7e82,0.0,1.0
4399b95029a4,9.0,1.0
43a25ba438f5,99.0,0.0
43a3d1a1b270,0.0,1.0
43a584636d4f,1.0,1.0
43acd1a084cd,1.0,1.0
43b290ff5e41,10.0,1.0
43be4a7fb73e,10.0,1.0
43bfda887453,130.0,0.0
43c1ef072364,17.0,1.0
43c5d1080254,0.0,1.0
43cbeefaeb22,130.0,0.0
43cdecde628c,283.0,0.0
43e07d4372c0,176.0,0.0
43e782914827,9.0,1.0
43f08c54b917,390.0,0.0
43f59602cb20,283.0,0.0
43f6aca194b2,161.0,0.0
43fa6292b5f7,70.0,0.0
440ac22202c2,299.0,0.0
440ee5bc59c8,0.0,1.0
4413f021fed6,6.0,1.0
441f4b147b07,480.0,0.0
44222f41ddb2,2.0,1.0
4424257d0be9,21.0,1.0
443a96cdbdbd,464.0,0.0
444b262add88,283.0,0.0
444c0e822b62,541.0,0.0
44522105dcd6,70.0,0.0
445343af4b14,344.0,0.0
446e414d8527,5.0,1.0
4474b4a83561,176.0,0.0
4479b830aaf5,0.0,1.0
448faca739f3,495.0,0.0
4498f96893ea,55.0,
44a5e6b398c7,146.0,0.0
44a89d8ce948,70.0,0.0
44abadd4fac8,1.0,1.0
44ba79b6ae8b,70.0,0.0
44c3dfdb1faa,0.0,1.0
44ca4762e796,360.0,0.0
44ce5ac18739,3.0,1.0
44d22eb7e619,2.0,1.0
44dc917ffcb4,1.0,1.0
44ed6d34ec9d,760.0,0.0
44f331d6a54f,390.0,0.0
44f8896f1043,12.0,1.0
450e1f5d29f6,84.0,0.0
45110aa91b66,390.0,0.0
4515c94a6d51,0.0,1.0
45201e2ddc0c,39.0,
4522ac72482e,222.0,0.0
452bd2a6ff71,0.0,1.0
4534ea4a893c,2.0,1.0
4540c02dafc0,0.0,1.0
4542c194f0ab,0.0,1.0
454bb669842c,18.0,1.0
45500fa3e0d3,0.0,1.0
45579d59fc3a,146.0,0.0
455bd4d58be1,20.0,1.0
4567d2e75451,37.0,
456ba61726ff,19.0,1.0
456bc0630fa1,161.0,0.0
456c8ff4fa96,9.0,1.0
456ceb0d0057,0.0,1.0
45807bb7838a,0.0,1.0
458142af6f2b,464.0,0.0
4597184da178,495.0,0.0
459b021fdd3b,39.0,
459ecb5aef22,222.0,0.0
45b18f4b010c,39.0,
45b6b065b499,9.0,1.0
45b9e51954dc,12.0,1.0
45bd3072f0d9,9.0,1.0
45bfdc413cba,684.0,0.0
45c2a46319f6,480.0,0.0
45c7b6363f78,10.0,1.0
45cce3a45aa9,187.0,0.0
45cd2716d6e1,0.0,1.0
45db5051dba3,0.0,1.0
45df01a4161d,0.0,1.0
45e0eaa12718,495.0,0.0
45ea6fc81d15,176.0,0.0
45ee83c147f2,0.0,1.0
45f16f51bae6,1.0,1.0
45faca05965b,7.0,1.0
45fd2ef210d9,299.0,0.0
45fe476d61fc,40.0,
45ffeb8a33b6,48.0,
460451112eff,32.0,
4605135c5b75,0.0,1.0
460f44ba470e,495.0,0.0
4618c51fd096,18.0,1.0
461f75e6c3e5,421.0,0.0
463d7106ec96,314.0,0.0
464d67df65c3,449.0,0.0
4659cc406d75,572.0,0.0
466b77910680,16.0,1.0
4673e34c3545,360.0,0.0
467a7682bff1,39.0,
46825592cccc,5.0,1.0
4697c5d978ee,3.0,1.0
469c38992be5,0.0,1.0
46a7141c8f0b,84.0,0.0
46a9b2b81c24,6.0,1.0
46ac8fdcc7c9,4.0,1.0
46ad32dbd059,0.0,1.0
46b28c085c87,0.0,1.0
46ba4df08579,7.0,1.0
46bc7a8581d5,20.0,1.0
46bd6b95bc92,390.0,0.0
46be121a40c0,0.0,1.0
46bea0e90424,222.0,0.0
46c1ca7fe949,1.0,1.0
46caf8e5c476,0.0,1.0
46ce904eaf8e,299.0,0.0
46ced089e41c,654.0,0.0
46d95ac01be2,0.0,1.0
46d979b77d19,0.0,1.0
46da33d53da0,176.0,0.0
46da47ea5585,329.0,0.0
46dd67eeea50,556.0,0.0
470815ab95b4,2.0,1.0
470eb6b5bf03,17.0,1.0
470f11576ddf,283.0,0.0
4712c8937b21,344.0,0.0
4712c9fdcd7b,556.0,0.0
4716367f488f,0.0,1.0
471ac13a79d8,375.0,0.0
4721c7813171,0.0,1.0
473223fa292c,607.0,0.0
473f4abc4c55,1.0,1.0
475766a9d339,344.0,0.0
4757c8892076,2.0,1.0
4764d485a126,39.0,
4767842a9160,9.0,1.0
47695252c1e1,0.0,1.0
476ceb31e23b,0.0,1.0
476e52915790,495.0,0.0
476f4c6156fe,0.0,1.0
4782e2c7f2e3,115.0,0.0
4786c610487f,11.0,1.0
479451b30cb0,40.0,
479860128427,45.0,
47b30ce5546b,4.0,1.0
47c68946b84e,30.0,1.0
47dec8e8044c,2.0,1.0
47df625e98ca,405.0,0.0
47e175efffa4,4.0,1.0
47e338b757e9,0.0,1.0
47ee57e59789,592.0,0.0
47f285b14e6a,2.0,1.0
47ffa4199def,181.0,0.0
4808156ea0bc,314.0,0.0
480b8957579a,146.0,0.0
480bd6fa366a,70.0,0.0
480fe9fa0dc1,0.0,1.0
481f8ef1f64f,84.0,0.0
481fb286eaf8,70.0,0.0
48281273a260,27.0,1.0
482a60eb4ed1,6.0,1.0
482a6a99715e,6.0,1.0
482b688e42d6,9.0,1.0
483d456f8230,556.0,0.0
4840c74e8944,360.0,0.0
4841c34b274c,0.0,1.0
484249c36abf,39.0,
4845dded7b0f,70.0,0.0
4845ddfb0a84,50.0,
484956b1232c,52.0,
484a7353eb9d,130.0,0.0
4856a1da16cc,70.0,0.0
485aad603dcf,2.0,1.0
485fe88ab822,572.0,0.0
486678f22dbe,5.0,1.0
486bae2972a8,0.0,1.0
487d21ee374b,0.0,1.0
487fa4584a7e,70.0,0.0
4888c7174d7f,0.0,1.0
488db6ec869a,0.0,1.0
48944a75ee79,405.0,0.0
489523c81db0,1.0,1.0
489c03085014,4.0,1.0
48ab8c289ed9,207.0,0.0
48ae9810d949,4.0,1.0
48cbb8c076d3,4.0,1.0
48d2c165c8f4,0.0,1.0
48d4366b7f88,207.0,0.0
48d74ac341b8,30.0,1.0
48dd25ddf2c3,495.0,0.0
48e5ab1e3c4f,55.0,
48f6e9418933,360.0,0.0
49049e628b5f,24.0,1.0
490c0cf78b26,375.0,0.0
493dcf46537b,390.0,0.0
493efedaac75,0.0,1.0
49456b75dfc7,239.0,0.0
494c60bd267a,526.0,0.0
495900f510b7,669.0,0.0
495f3e5cce6f,161.0,0.0
49613ac887b8,421.0,0.0
4961bfd8a774,0.0,1.0
4975d94d63bc,360.0,0.0
49794da377d8,39.0,
4984d5b83bb3,0.0,1.0
4985db89f79f,20.0,1.0
4996c92ce281,2.0,1.0
4997f09e8898,9.0,1.0
49a335fa3dfa,495.0,0.0
49aa33f3080d,314.0,0.0
49cca7dd75ed,1.0,1.0
49d7dadc79cb,20.0,1.0
49d8353cffff,0.0,1.0
49d83bc7606e,480.0,0.0
49d9be99bdfc,6.0,1.0
49e586891929,3.0,1.0
49e5b0c21ca6,0.0,1.0
49e8dcb11400,405.0,0.0
49ed6e8d8ae2,225.0,0.0
49ef8298802e,15.0,1.0
49f65a1d113d,0.0,1.0
49fd8b30c65b,10.0,1.0
4a1159ebf239,329.0,0.0
4a192a4f8827,0.0,1.0
4a19ea7fcbb7,511.0,0.0
4a1a508c4d39,24.0,1.0
4a1afbb350a1,0.0,1.0
4a1df0434fd6,84.0,0.0
4a20891d0fc1,44.0,
4a2229b50ef3,21.0,1.0
4a247582d3a9,84.0,0.0
4a24d1839c44,556.0,0.0
4a260170ef25,0.0,1.0
4a2695b21d03,526.0,0.0
4a36a3dd0c67,24.0,1.0
4a3f38dca2c5,207.0,0.0
4a43206e3861,1.0,1.0
4a4ebf0390cc,252.0,0.0
4a511371523e,511.0,0.0
4a5662729c0a,0.0,1.0
4a5c35efd465,0.0,1.0
4a5d8d6e8400,84.0,0.0
4a5dadf769e2,0.0,1.0
4a701946a184,161.0,0.0
4a70572d018c,14.0,1.0
4a70ff588321,176.0,0.0
4a71db8a53ea,572.0,0.0
4a767bedfa98,70.0,0.0
4a7d6dc288a5,207.0,0.0
4a8be427057e,375.0,0.0
4aa67c91e01e,0.0,1.0
4aaad64b4c64,193.0,0.0
4aaedd84922f,7.0,1.0
4aafe971ffce,9.0,1.0
4ab019cde1eb,161.0,0.0
4ab59b6f2fb5,115.0,0.0
4abdd0de4825,26.0,1.0
4ac0b0f35e82,3.0,1.0
4ac1cc3feaf5,314.0,0.0
4ac3fb32a1e3,13.0,1.0
4acc182412d4,161.0,0.0
4ace86abaeab,0.0,1.0
4ad30c4b3d23,436.0,0.0
4ad3740acc5f,314.0,0.0
4ad50c0c5c03,191.0,0.0
4adbaca2d574,48.0,
4adf914f0499,0.0,1.0
4adf9f2b47e2,405.0,0.0
4ae3a080501d,1.0,1.0
4aeaf5b8779a,3.0,1.0
4aed3d925d65,511.0,0.0
4aee30df4cad,0.0,1.0
4aee3f8deb11,7.0,1.0
4af53d432044,0.0,1.0
4af65aee2a65,0.0,1.0
4afa4aba06ad,511.0,0.0
4b0ce4235342,1.0,1.0
4b1851a4a612,0.0,1.0
4b1b7c3f455d,375.0,0.0
4b1f521f4195,142.0,0.0
4b39c1b4d8c0,15.0,1.0
4b4ae9dc4ffd,607.0,0.0
4b4c2b299bea,0.0,1.0
4b4db6f81f37,0.0,1.0
4b4fdb743df0,24.0,1.0
4b57c3288199,436.0,0.0
4b5b0cb46b14,541.0,0.0
4b603e372c91,70.0,0.0
4b64c8b6dfa9,0.0,1.0
4b6f531f98fd,99.0,0.0
4b770a16d032,13.0,1.0
4b7afca26f59,464.0,0.0
4b7cf890d5d8,375.0,0.0
4b849a841959,464.0,0.0
4b8ba914a762,130.0,0.0
4b9838690f3a,1.0,1.0
4b996d960f30,344.0,0.0
4b9a11c3ea5c,5.0,1.0
4b9b26d712b6,6.0,1.0
4ba071b4e472,9.0,1.0
4ba115ab0319,0.0,1.0
4ba5558ada54,16.0,1.0
4ba59bfe7cef,26.0,1.0
4ba92a49b40a,0.0,1.0
4baaf93bdb42,161.0,0.0
4bb0ac8113c0,1.0,1.0
4bc7b0d5ec35,9.0,1.0
4bd1cc0c1418,252.0,0.0
4bd24ddad755,329.0,0.0
4bd5013c2dc6,360.0,0.0
4bd724866cbc,237.0,0.0
4bdbd3a8b376,329.0,0.0
4be22e961453,2.0,1.0
4be589c96afd,314.0,0.0
4be6ab56c2d8,2.0,1.0
4bfb20ecf5b0,9.0,1.0
4c01a0aadc5a,511.0,0.0
4c13e77ccb2d,0.0,1.0
4c13fa0876ac,54.0,
4c1b6924682b,0.0,1.0
4c1de1b37cd5,572.0,0.0
4c1f9fb08e09,0.0,1.0
4c24eb9d752a,70.0,0.0
4c25c1ac2e6b,329.0,0.0
4c37bf5e3aa8,360.0,0.0
4c3a098ae73c,751.0,0.0
4c3b1b7db265,648.0,0.0
4c46ab50ded1,289.0,0.0
4c5761ebde9e,344.0,0.0
4c6e981ac916,191.0,0.0
4c721b6bd007,464.0,0.0
4c7324925807,154.0,0.0
4c73b8a3a4f7,84.0,0.0
4c782acde7c4,541.0,0.0
4c7d6afd929c,130.0,0.0
4c98abd1bfd5,390.0,0.0
4c9c1e7f2493,495.0,0.0
4c9e76482e1a,130.0,0.0
4ca7d8cde165,495.0,0.0
4cb4012f9da0,390.0,0.0
4cb6cb824f37,480.0,0.0
4cbc1316db4e,3.0,1.0
4cbe38b21543,84.0,0.0
4cc4f9adcf55,1.0,1.0
4cc51e294827,5.0,1.0
4cc731fc86a0,0.0,1.0
4ccce3ca9189,13.0,1.0
4cd671c4ee2c,4.0,1.0
4cd7b3f14dfa,526.0,0.0
4cda9f2c41dc,10.0,1.0
4ce45fe98556,329.0,0.0
4ce70dc51a0a,9.0,1.0
4cf3bfdb94df,42.0,
4cf4c48d055a,19.0,1.0
4cfa9a72a174,0.0,1.0
4cfadb10f801,19.0,1.0
4cfda50ea54a,0.0,1.0
4d1d1c444c83,707.0,0.0
4d2332d6fbb6,191.0,0.0
4d3524eb9326,3.0,1.0
4d36812a2fe9,464.0,0.0
4d424c724f6a,495.0,0.0
4d425c18ee1d,283.0,0.0
4d439602c227,592.0,0.0
4d48211af126,792.0,0.0
4d4c3356b255,39.0,
4d4ddfea96c5,375.0,0.0
4d4e83837ab6,24.0,1.0
4d580acf9c6e,1.0,1.0
4d60401e2805,375.0,0.0
4d6249031100,161.0,0.0
4d6319b41625,70.0,0.0
4d63c36656c5,0.0,1.0
4d6565281c5e,3.0,1.0
4d6a11eb4f8a,0.0,1.0
4d6f25be39a1,70.0,0.0
4d716f1f1213,607.0,0.0
4d753fade25e,11.0,1.0
4d75c8e5cbba,25.0,1.0
4d7a83bfda38,449.0,0.0
4d81a6a1ccc5,0.0,1.0
4d882c5aec8b,6.0,1.0
4daaa429ae7b,24.0,1.0
4dad124f76cd,0.0,1.0
4daef593a67a,0.0,1.0
4db36863cfeb,130.0,0.0
4db5cf297290,495.0,0.0
4db6ab57bcd9,1.0,1.0
4dc69ffe1676,0.0,1.0
4dccaeb0b28d,360.0,0.0
4dd145131d5b,130.0,0.0
4dde67b32494,99.0,0.0
4de6910abb7e,9.0,1.0
4de8e9643ffa,0.0,1.0
4deac367e625,12.0,1.0
4deebca74b54,0.0,1.0
4df271af6674,0.0,1.0
4dfb264e5b89,623.0,0.0
4e0148801707,495.0,0.0
4e06786c541b,562.0,0.0
4e0827e655c4,0.0,1.0
4e0fe447a941,0.0,1.0
4e1120271c63,27.0,1.0
4e1497ee8581,0.0,1.0
4e305f8cb024,0.0,1.0
4e3451e2b9be,67.0,0.0
4e36987a82ee,5.0,1.0
4e37274cb2fc,283.0,0.0
4e3e3f90f13b,0.0,1.0
4e425d87391b,9.0,1.0
4e44443826ea,130.0,0.0
4e4943176cb7,39.0,
4e52caac985d,24.0,1.0
4e60bb90b592,191.0,0.0
4e647b7e0b01,0.0,1.0
4e69599de98d,0.0,1.0
4e696bbe1093,329.0,0.0
4e6e4ecfe744,39.0,
4e8216433950,421.0,0.0
4e82b80b753c,70.0,0.0
4e8a77128e3d,27.0,1.0
4e8bd0a2d077,2.0,1.0
4e8ffc5a8202,0.0,1.0
4e9840f344e5,360.0,0.0
4ea1cf424f75,421.0,0.0
4ea1e90ff6aa,24.0,1.0
4ea3ced550e5,1.0,1.0
4ead5593bbf8,70.0,0.0
4eaef146225d,1.0,1.0
4eb176ae54e8,161.0,0.0
4eb3060a32ec,495.0,0.0
4eb3be1ee0f9,99.0,0.0
4eb739703e7a,449.0,0.0
4eb7d0492536,405.0,0.0
4ebda0ad33a8,344.0,0.0
4ec7133b9bb5,9.0,1.0
4ec73776a492,495.0,0.0
4ecebcf3e653,0.0,1.0
4ed8992067b1,638.0,0.0
4ee13a7133b5,22.0,1.0
4ee30ea6ff60,464.0,0.0
4ee47a1eb7bd,6.0,1.0
4ee728db31de,27.0,1.0
4ee8f04ce504,436.0,0.0
4ef034a463c1,0.0,1.0
4ef7262437b2,283.0,0.0
4ef86a810e8c,556.0,0.0
4efb08a6057d,0.0,1.0
4efe35107b2e,161.0,0.0
4f06c1cf9fce,99.0,0.0
4f134e893119,480.0,0.0
4f174a4f10d3,526.0,0.0
4f1ffd3d8074,6.0,1.0
4f21107b052c,658.0,0.0
4f27f7e62f83,0.0,1.0
4f285e752725,1.0,1.0
4f38939969b5,10.0,1.0
4f4483dd5e73,28.0,1.0
4f4b20f9a7d0,39.0,
4f51e673b0ae,449.0,0.0
4f675e6b33ff,6.0,1.0
4f690fe5d3ef,0.0,1.0
4f6a081df35c,299.0,0.0
4f6fa340a440,84.0,0.0
4f6fbacc9fca,3.0,1.0
4f753a15bdc5,344.0,0.0
4f841fe40641,0.0,1.0
4f87e34d255e,526.0,0.0
4f8af5bea1ee,707.0,0.0
4f8ff9a06197,5.0,1.0
4f90335de34d,495.0,0.0
4f912175178d,161.0,0.0
4f91d93ce8ad,176.0,0.0
4f9b7851c460,4.0,1.0
4fb3af8fa907,689.0,0.0
4fb7bc6dc52c,314.0,0.0
4fbff71a2e2c,299.0,0.0
4fc782e98952,84.0,0.0
4fd14dfabb89,638.0,0.0
4fe810e19c68,0.0,1.0
4ff8cfafc322,0.0,1.0
4ffdae95fe96,0.0,1.0
4ffe496e5510,541.0,0.0
5000cb0dd512,161.0,0.0
5001d718de81,526.0,0.0
5020d1018fdb,0.0,1.0
5028284261f6,252.0,0.0
502c0a57e6cd,84.0,0.0
50327c2857f4,99.0,0.0
5045f762c784,329.0,0.0
504a6749f4de,11.0,1.0
504a7ceef088,762.0,0.0
5057b7520ba7,0.0,1.0
50614074c776,623.0,0.0
50641cf05eed,24.0,1.0
50662e3f4567,375.0,0.0
5067ce8afad6,0.0,1.0
506a4365c12e,449.0,0.0
50735628bd3c,30.0,1.0
507d777e280a,1.0,1.0
50824cc0d9fe,405.0,0.0
508ade61e91d,511.0,0.0
508d92619bad,176.0,0.0
509299cb3903,0.0,1.0
509997931546,0.0,1.0
509b12719799,0.0,1.0
509c04d2ad6f,436.0,0.0
50acdb70094f,70.0,0.0
50b0373b63bf,405.0,0.0
50b24d5d80ca,0.0,1.0
50b5e8e2ed88,390.0,0.0
50cca40fd349,15.0,1.0
50d079a3d906,38.0,
50d36eda4c7a,69.0,0.0
50d581acc7a7,14.0,1.0
50e05ae0428a,6.0,1.0
50e653143a3c,0.0,1.0
50e83110edd7,1.0,1.0
50ebb10bc60b,47.0,
50ee3599fd21,2.0,1.0
50f8d880f447,25.0,1.0
5102c9e342c1,24.0,1.0
510397e4ab9c,99.0,0.0
5103a6649cc2,3.0,1.0
5110c3600543,1.0,1.0
5118aba903ee,13.0,1.0
513554009c9a,329.0,0.0
513e6dae43d0,0.0,1.0
514012a5af65,49.0,
5143c0e4f17b,0.0,1.0
514649ae04d2,314.0,0.0
5147342e8d95,14.0,1.0
514828a41503,4.0,1.0
5151132f5568,592.0,0.0
5151a7471f2e,99.0,0.0
515cc0ca3e30,0.0,1.0
5164fa22a3bd,3.0,1.0
5167e82672c7,70.0,0.0
516aa8ac9258,390.0,0.0
516c06636637,329.0,0.0
516fcfa6a0c9,0.0,1.0
5174391a7c5f,130.0,0.0
5177b0a4084d,0.0,1.0
5182cd25beca,572.0,0.0
51867236095d,70.0,0.0
519d63247900,0.0,1.0
51a01a48c996,40.0,
51a4c13ce96b,421.0,0.0
51a4c45f8e21,0.0,1.0
51a7d356728b,55.0,
51b2c210f66c,1.0,1.0
51d31da9a3a9,456.0,0.0
51d849856ec0,421.0,0.0
51de5f513aad,0.0,1.0
51e07d1981cb,464.0,0.0
51e51abf6058,0.0,1.0
51e6f2d6596b,344.0,0.0
51e814612c43,252.0,0.0
51ebdd5a1cb0,0.0,1.0
51ed73acf391,286.0,0.0
51ef01f0170b,207.0,0.0
51fb2f38693e,174.0,0.0
51fc07ae2864,390.0,0.0
51fde7bbcc82,480.0,0.0
51fe56dcebde,70.0,0.0
51ffe942ade0,115.0,0.0
520d34ffe76b,541.0,0.0
52172e54c49a,4.0,1.0
5218afe11d4c,203.0,0.0
5219b47a857c,449.0,0.0
5220172f472f,0.0,1.0
522c3b844e12,9.0,1.0
52336befdd00,283.0,0.0
523c5408dcda,436.0,0.0
52404c41f437,592.0,0.0
52459f8f0d5f,0.0,1.0
524e3d0ee9a1,39.0,
5250cbd01069,176.0,0.0
52522e433066,29.0,1.0
52585260ab6b,119.0,0.0
525f15689727,19.0,1.0
526def22886e,22.0,1.0
526e7fe5b8a8,55.0,
526fbc75bdf9,2.0,1.0
527a30d7692b,344.0,0.0
528205adb317,99.0,0.0
5283d3794846,0.0,1.0
52850657b006,329.0,0.0
