credito_id_anon,max_dias_retraso,target
0e2b40e44a81,93.0,0.0
0e2b5ea37fed,11.0,1.0
0e2e73bfed67,405.0,0.0
0e3036ea56fc,59.0,
0e342ea8db3d,268.0,0.0
0e34e6343135,541.0,0.0
0e3dbd6fa18a,35.0,
0e3fed779bb6,146.0,0.0
0e46295dffc5,26.0,1.0
0e50c035140d,464.0,0.0
0e5133767732,179.0,0.0
0e63fb82609f,40.0,
0e692c1bc839,7.0,1.0
0e6acf475a1c,449.0,0.0
0e6d948a9353,0.0,1.0
0e70e73cfcc2,268.0,0.0
0e9c38ad75f1,1.0,1.0
0e9c47b34784,375.0,0.0
0e9c84a690de,237.0,0.0
0e9d0388021e,0.0,1.0
0ea215281604,0.0,1.0
0ea2e653c82f,194.0,0.0
0ea3f19f836c,0.0,1.0
0ea841b1bfe4,521.0,0.0
0eb0580bd2e6,6.0,1.0
0eb98e4c1de3,0.0,1.0
0ec10be01b00,480.0,0.0
0ec78259a3d1,344.0,0.0
0ecd70129ead,360.0,0.0
0ed53f6fbbbc,32.0,
0ed715ed4bda,2.0,1.0
0eda7d5c04e9,3.0,1.0
0ee0e4188b97,3.0,1.0
0ee5ee5ce802,0.0,1.0
0ee97d95d8d1,42.0,
0eebf7b4f566,299.0,0.0
0eef289077d3,84.0,0.0
0ef2c30b6dbd,146.0,0.0
0ef72209ad21,27.0,1.0
0f002284795a,146.0,0.0
0f02958dd67b,7.0,1.0
0f0cd30e0d2f,375.0,0.0
0f1a3f3bc1b3,55.0,
0f1c1dc4962e,5.0,1.0
0f1c74854a93,3.0,1.0
0f2484618b00,145.0,0.0
0f25438d1f11,39.0,
0f255fbbdf2f,480.0,0.0
0f2d38c0e250,176.0,0.0
0f39e95e7bab,0.0,1.0
0f3ae80bc107,314.0,0.0
0f3d49da3325,449.0,0.0
0f3dfe252ebc,9.0,1.0
0f438272a3d9,495.0,0.0
0f44ba220c1a,99.0,0.0
0f496d16201e,46.0,
0f4a41e9011b,669.0,0.0
0f541b751fcd,0.0,1.0
0f587919bca8,70.0,0.0
0f62c51d7386,84.0,0.0
0f6a90e995de,526.0,0.0
0f6bdaf8048c,20.0,1.0
0f70a6bd2c6b,237.0,0.0
0f73989be8be,0.0,1.0
0f799c8e4a61,252.0,0.0
0f82925ed69b,207.0,0.0
0f87ceee2780,0.0,1.0
0f8a163b1801,0.0,1.0
0f92771f0fb9,10.0,1.0
0f9ed78a3a82,26.0,1.0
0fa6d5eb3556,0.0,1.0
0fb637670a38,45.0,
0fb6e758a9fe,521.0,0.0
0fc0b09346bf,0.0,1.0
0fc1ecee5283,0.0,1.0
0fc8cf5a8d84,16.0,1.0
0fca875ca406,0.0,1.0
0fcbb82672fd,3.0,1.0
0fcec05e9cbc,572.0,0.0
0fd6c6943455,10.0,1.0
0fec57d3cb6e,11.0,1.0
0ff898f5a78e,40.0,
0ff8ec4d6966,3.0,1.0
100065f0f47d,592.0,0.0
1002460fd337,360.0,0.0
1007f1f5e683,0.0,1.0
1007f6d62d23,0.0,1.0
100a3527dbea,375.0,0.0
100cf6df2fa4,572.0,0.0
101650500e54,6.0,1.0
10175c171102,7.0,1.0
1018c808ef33,0.0,1.0
1019169de7b6,161.0,0.0
1019e9bac72b,0.0,1.0
101aa887d17a,526.0,0.0
101c4e01a70d,9.0,1.0
101ddb250f79,1.0,1.0
10278588a172,76.0,0.0
102b733557ea,268.0,0.0
102f60ec609b,0.0,1.0
10341c8841b4,0.0,1.0
1034831bb910,541.0,0.0
103890336fe9,3.0,1.0
103a442ea01c,26.0,1.0
10438417a847,39.0,
10514d785aaa,24.0,1.0
10514db18bb3,10.0,1.0
10517152e8a0,0.0,1.0
10535b4f8cab,31.0,
10598eafa827,25.0,1.0
1060224fbd11,0.0,1.0
106c793bfd95,0.0,1.0
106ec9cbc710,16.0,1.0
1085700e60b2,84.0,0.0
1086772483cf,1.0,1.0
108bb5c285d9,0.0,1.0
10903b13cb74,220.0,0.0
10912d4f07a8,360.0,0.0
109b1a926ce6,0.0,1.0
10a181420405,0.0,1.0
10b670b0d393,84.0,0.0
10ba062298c7,0.0,1.0
10bddb61d4a2,5.0,1.0
10bf88130f4d,0.0,1.0
10c21d527a8d,699.0,0.0
10d3ad4832a1,0.0,1.0
10e04a9c4c94,27.0,1.0
10f2bce73f57,526.0,0.0
10f634a18e1a,0.0,1.0
1101356fd4e7,0.0,1.0
1107783cc724,375.0,0.0
111f7b0e4d3f,10.0,1.0
112c32d3a8f9,14.0,1.0
1138fd7ba22f,0.0,1.0
114a96568039,18.0,1.0
114f4648a884,252.0,0.0
11565cbc5afd,99.0,0.0
116478725db5,390.0,0.0
116b3bf916ac,375.0,0.0
117d308a85c5,360.0,0.0
118390842e42,0.0,1.0
1188e90dfe34,0.0,1.0
118abc74a456,436.0,0.0
118adde0d5b2,4.0,1.0
1198a3cc9913,237.0,0.0
119d7c2e5a4c,241.0,0.0
