number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,state
177,0.7653790087463557,2026-08-24 20:55:31.631088,2026-08-24 20:55:31.988544,0 days 00:00:00.357456,0.551173507002553,0.13018153358078918,8,19,0.0037828369827584397,0.00013686439403335428,0.7905828998822992,COMPLETE
178,0.7670116618075802,2026-08-24 20:55:31.988619,2026-08-24 20:55:32.283309,0 days 00:00:00.294690,0.5156482645755314,0.07161155832416342,8,2,0.016323783009529698,0.00024202165416476788,0.8320712584638487,COMPLETE
179,0.762667638483965,2026-08-24 20:55:32.283387,2026-08-24 20:55:32.561529,0 days 00:00:00.278142,0.5445885356644842,0.061461535673894625,8,3,0.0001153266137166871,0.00015519890629837413,0.815425864407714,COMPLETE
180,0.7663702623906705,2026-08-24 20:55:32.561605,2026-08-24 20:55:33.034787,0 days 00:00:00.473182,0.5344327965576072,0.08402242332562705,8,1,0.009382198516603688,0.0002058486589788668,0.8069901345996058,COMPLETE
181,0.7660787172011662,2026-08-24 20:55:33.034862,2026-08-24 20:55:33.313263,0 days 00:00:00.278401,0.525329855684375,0.07131967916351038,8,3,0.012339369614274185,0.00016113906682226818,0.8210641145584678,COMPLETE
182,0.77033527696793,2026-08-24 20:55:33.313338,2026-08-24 20:55:33.780184,0 days 00:00:00.466846,0.5301434697340126,0.07608637286775966,8,3,0.020875665823493216,0.0001255646162747927,0.833874010316913,COMPLETE
183,0.7575655976676385,2026-08-24 20:55:33.780258,2026-08-24 20:55:33.959217,0 days 00:00:00.178959,0.7007646802993892,0.07785113993589562,8,4,0.019035903314296554,0.00012421579693529413,0.8482958416714348,COMPLETE
184,0.7550000000000001,2026-08-24 20:55:33.959288,2026-08-24 20:55:34.238775,0 days 00:00:00.279487,0.5665693409404593,0.09511050312012344,8,2,0.02129225924756821,0.00012158237599272071,0.8352504470632268,COMPLETE
185,0.765728862973761,2026-08-24 20:55:34.238849,2026-08-24 20:55:34.594135,0 days 00:00:00.355286,0.5405683345228128,0.08498616415716681,8,3,0.01436061105479129,0.00029172791651669834,0.8282041958831727,COMPLETE
186,0.766399416909621,2026-08-24 20:55:34.594211,2026-08-24 20:55:34.890826,0 days 00:00:00.296615,0.5575831021887984,0.06549328727971195,8,2,0.0059681494739499946,0.00019506781489867357,0.8027662886497147,COMPLETE
187,0.7622448979591838,2026-08-24 20:55:34.890900,2026-08-24 20:55:35.350559,0 days 00:00:00.459659,0.5333777818727734,0.10503271979354194,8,3,0.009944861258735541,0.00014103838221923804,0.8612220457496221,COMPLETE
188,0.7497667638483965,2026-08-24 20:55:35.350635,2026-08-24 20:55:35.636552,0 days 00:00:00.285917,0.5472169786273856,0.07463140852969403,8,2,0.02420770841026643,0.00010536694414109755,0.5224037182030821,COMPLETE
189,0.7626093294460642,2026-08-24 20:55:35.636626,2026-08-24 20:55:35.974486,0 days 00:00:00.337860,0.5134243690321718,0.08824169613045771,8,4,0.039807693143505164,0.0002407145699717077,0.8417299446706573,COMPLETE
190,0.7665451895043731,2026-08-24 20:55:35.974561,2026-08-24 20:55:36.249542,0 days 00:00:00.274981,0.5248700549461252,0.08086715591211607,8,3,0.031455412384589175,0.00017070553318604103,0.8155806106473098,COMPLETE
191,0.7685568513119534,2026-08-24 20:55:36.249639,2026-08-24 20:55:36.509992,0 days 00:00:00.260353,0.5294072494388401,0.07087686769520916,8,3,0.012511240960553432,0.00016516993813681338,0.8245236665200829,COMPLETE
192,0.7651311953352768,2026-08-24 20:55:36.510069,2026-08-24 20:55:36.761897,0 days 00:00:00.251828,0.5520077681361737,0.07129703910975392,8,3,0.011667438718870875,0.00013716328078065135,0.8268625542030474,COMPLETE
193,0.7696501457725946,2026-08-24 20:55:36.761971,2026-08-24 20:55:37.048695,0 days 00:00:00.286724,0.5340784433387114,0.06655191165722414,8,2,0.0159762439081458,0.00019406053642459574,0.8371874907734725,COMPLETE
194,0.7672594752186588,2026-08-24 20:55:37.048769,2026-08-24 20:55:37.385059,0 days 00:00:00.336290,0.5306935525328244,0.06660986404616753,8,1,0.017376923730002485,0.00019939932818831784,0.8524436293683488,COMPLETE
195,0.7682215743440233,2026-08-24 20:55:37.385136,2026-08-24 20:55:37.667831,0 days 00:00:00.282695,0.517316186848466,0.05923857203118537,8,4,0.013423838918480561,0.0002662919935993673,0.8387318467835588,COMPLETE
196,0.7720991253644314,2026-08-24 20:55:37.667910,2026-08-24 20:55:37.975554,0 days 00:00:00.307644,0.5113387687553758,0.05884007169717731,8,4,0.014035158249021339,0.0003919279450491943,0.8383573054245661,COMPLETE
197,0.7606997084548104,2026-08-24 20:55:37.975631,2026-08-24 20:55:38.273494,0 days 00:00:00.297863,0.5105951973749528,0.06117577857746774,8,4,0.015421223676692896,0.0003516391051961976,0.869908885629917,COMPLETE
198,0.7593586005830903,2026-08-24 20:55:38.273572,2026-08-24 20:55:38.722560,0 days 00:00:00.448988,0.5207799583824769,0.06560921369921917,8,3,0.021903279915716493,0.00017937730034842917,0.8481941205751973,COMPLETE
